correction_id,target,wiki_path,column_name,status,edited_line_no,old_desc,new_desc,notes
Fact_SnapshotCustomer.Email,cascade-skills,.cursor/rules/dwh-semantic-doc/13-production-lineage-mapping.mdc,Email,skipped_no_match,0,,"Customer email address (nvarchar(50), nullable). No DDL-level dynamic data masking is defined on this column. GDPR erasure handled in ETL. Source: Ext_FSC_Real_Customer_Customer.Email (CC).",column row not parsed
Fact_CustomerAction.PositionID,cascade-skills,.cursor/rules/dwh-semantic-doc/15-uc-lineage-injection.mdc,PositionID,skipped_no_match,0,,"Position identifier from the source trading system. NOT a primary key of this table — defaults to 0 for non-position events, and the same PositionID appears in both open and close rows.",column row not parsed
Dim_Country.Region,cascade-skills,.cursor/rules/dwh-semantic-doc/16-adversarial-evaluation.mdc,Region,skipped_no_match,0,,"Marketing region label for this country. Loaded from Dictionary.MarketingRegion.Name via JOIN on MarketingRegionID. NOT the geographic region from Dictionary.Region. Up to 21 distinct values (e.g., ""ROW"", ""Africa"", ""French"", ""Arabic""). Used for marketing campaign grouping.",column row not parsed
Dim_Customer.VerificationLevelID,cascade-skills,.cursor/rules/dwh-semantic-doc/16-adversarial-evaluation.mdc,VerificationLevelID,skipped_no_match,0,,"KYC verification level. FK to Dictionary.VerificationLevel. Values: 0=unverified, 1=partial, 2=intermediate, 3=fully verified. DDL default=-1; SP_Dim_Customer converts NULLs to 0 via ISNULL.",column row not parsed
Dim_Instrument.Name,cascade-skills,.cursor/rules/dwh-semantic-doc/16-adversarial-evaluation.mdc,Name,skipped_no_match,0,,"Display name computed by Trade.GetInstrument as BuyCurrency Abbreviation + '/' + SellCurrency Abbreviation (e.g., EUR/USD for forex, AAPL/USD for stocks). Not a company name; see InstrumentDisplayName for human-readable labels.",column row not parsed
Dim_Regulation.ID,cascade-skills,.cursor/rules/dwh-semantic-doc/16-adversarial-evaluation.mdc,ID,skipped_no_match,0,,"Primary key identifying the regulation. 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI, 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC&GAML, 11=FSRA, 12=FINRAONLY, 14=NYDFSFINRA. ID 13 is skipped (Tier 1 - Dictionary.Regulation)",column row not parsed
Dim_Instrument.Name,cascade-skills,.cursor/rules/semantic-layer-core/batch-orchestration.mdc,Name,skipped_no_match,0,,"Display name computed by Trade.GetInstrument as BuyCurrency Abbreviation + '/' + SellCurrency Abbreviation (e.g., EUR/USD for forex, AAPL/USD for stocks). Not a company name; see InstrumentDisplayName for human-readable labels.",column row not parsed
Dim_Instrument.Name,cascade-skills,.cursor/rules/semantic-layer-core/deploy-index-management.mdc,Name,skipped_no_match,0,,"Display name computed by Trade.GetInstrument as BuyCurrency Abbreviation + '/' + SellCurrency Abbreviation (e.g., EUR/USD for forex, AAPL/USD for stocks). Not a company name; see InstrumentDisplayName for human-readable labels.",column row not parsed
Dim_Instrument.Name,cascade-skills,.cursor/rules/semantic-layer-core/index-management.mdc,Name,skipped_no_match,0,,"Display name computed by Trade.GetInstrument as BuyCurrency Abbreviation + '/' + SellCurrency Abbreviation (e.g., EUR/USD for forex, AAPL/USD for stocks). Not a company name; see InstrumentDisplayName for human-readable labels.",column row not parsed
Fact_CustomerAction.PositionID,cascade-skills,.cursor/rules/uc-pipeline-doc/04-column-lineage.mdc,PositionID,skipped_no_match,0,,"Position identifier from the source trading system. NOT a primary key of this table — defaults to 0 for non-position events, and the same PositionID appears in both open and close rows.",column row not parsed
Fact_CustomerAction.PositionID,cascade-skills,.cursor/rules/uc-pipeline-doc/05-generate-doc.mdc,PositionID,skipped_no_match,0,,"Position identifier from the source trading system. NOT a primary key of this table — defaults to 0 for non-position events, and the same PositionID appears in both open and close rows.",column row not parsed
