schema,table,column,ordinal,current_len,current_rich,is_trivial,bucket,action,reason,wiki_path,wiki_len,wiki_rich,best_sibling_path,best_sibling_len,best_sibling_rich,current_comment,wiki_cell,best_sibling_cell
emoney,bronze_fiatdwhdb_dbo_cardsprovidersmapping,CardProviderId,3,147,1,False,MEDIUM_OK,leave_alone,medium; no clear win uc r=1,,0,0,,0,0,"The provider's identifier for this card in their system. Used for provider API calls. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CardsProvidersMapping)",,
emoney,bronze_fiatdwhdb_dbo_cardsprovidersmapping,Created,4,107,1,False,MEDIUM_HAS_RICHER,converge_sibling,medium; sibling r=4 > uc r=1,,0,0,knowledge/synapse/Wiki/eMoney_Tribe/Tables/SettlementsTransactions_SettlementTransaction-637239.md,266,4,"UTC timestamp when this mapping was recorded. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CardsProvidersMapping)",,"Source system timestamp of when the settlement record was created in FiatDwhDB.Tribe. Used as the incremental load watermark by SP_eMoney_Reconciliation_ETLs (WHERE @Created >= @SettlementsTransactions_DATE). (Tier 3 — FiatDwhDB.Tribe, no upstream column-level wiki)"
emoney,bronze_fiatdwhdb_dbo_cardsprovidersmapping,etr_y,5,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling WalletAssets.md has 236ch r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/WalletAssets.md,236,1,,,"ETL partition key — year component derived from Occurred (e.g., ""2019""). Used by Generic Pipeline for data lake partitioning. Populated for historical data; empty/NULL for rows from ~2025 onwards. (Tier 3 — WalletDB.Wallet.WalletAssets)"
emoney,bronze_fiatdwhdb_dbo_cardsprovidersmapping,etr_ym,6,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling WalletAssets.md has 245ch r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/WalletAssets.md,245,1,,,"ETL partition key — year-month component derived from Occurred (e.g., ""2019-06""). Used by Generic Pipeline for data lake partitioning. Populated for historical data; empty/NULL for rows from ~2025 onwards. (Tier 3 — WalletDB.Wallet.WalletAssets)"
emoney,bronze_fiatdwhdb_dbo_cardsprovidersmapping,etr_ymd,7,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling WalletAssets.md has 252ch r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/WalletAssets.md,252,1,,,"ETL partition key — year-month-day component derived from Occurred (e.g., ""2019-06-11""). Used by Generic Pipeline for data lake partitioning. Populated for historical data; empty/NULL for rows from ~2025 onwards. (Tier 3 — WalletDB.Wallet.WalletAssets)"
emoney,bronze_fiatdwhdb_dbo_currencybalancesprovidersmapping,Id,0,113,1,False,MEDIUM_HAS_RICHER,converge_sibling,medium; sibling r=5 > uc r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/BlockchainCryptos.md,397,5,"Auto-incrementing surrogate primary key. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CurrencyBalancesProvidersMapping)",,"Unique blockchain network identifier. Manually assigned (not IDENTITY) to maintain stable IDs across environments. Referenced by Wallet.CryptoTypes, Wallet.Wallets, Wallet.WalletPool, and Wallet.BlockchainCryptoProviders as BlockchainCryptoId. Gaps exist in sequence (e.g., 5, 7 missing) - likely reserved IDs for blockchains that were planned but not launched. (Tier 1 — Wallet.BlockchainCryptos)"
emoney,bronze_fiatdwhdb_dbo_currencybalancesprovidersmapping,CurrencyBalanceId,1,151,2,False,RICH_OK,leave_alone,len=151 r=2,,0,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Account_Mappings.md,278,2,"FK to dbo.FiatCurrencyBalances.Id. The internal currency balance being mapped. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CurrencyBalancesProvidersMapping)",,"Auto-incrementing surrogate PK. Referenced by FiatTransactions, FiatCurrencyBalancesStatuses, CurrencyBalancesProvidersMapping, PaymentSpecifications, FiatBankAccount, and BalanceReports. DWH note: renamed from Id in dbo.FiatCurrencyBalances. (Tier 1 — dbo.FiatCurrencyBalances)"
emoney,bronze_fiatdwhdb_dbo_currencybalancesprovidersmapping,ProviderId,2,133,2,False,MEDIUM_OK,leave_alone,medium; no clear win uc r=2,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,164,3,"FK to Dictionary.Providers. Currently 1=Tribe. See Provider. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CurrencyBalancesProvidersMapping)",,"FK to Trade.Provider. Identifies the execution provider (e.g., 1=Tribe). From Trade.ProviderToInstrument. (Tier 1 — Trade.ProviderToInstrument) (via Dim_Instrument)"
emoney,bronze_fiatdwhdb_dbo_currencybalancesprovidersmapping,CurrencyBalanceProviderId,3,173,1,False,RICH_OK,leave_alone,len=173 r=1,,0,0,,0,0,"The provider's identifier for this currency balance. Used for provider API calls and reconciliation. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CurrencyBalancesProvidersMapping)",,
emoney,bronze_fiatdwhdb_dbo_currencybalancesprovidersmapping,Created,4,118,1,False,MEDIUM_HAS_RICHER,converge_sibling,medium; sibling r=4 > uc r=1,,0,0,knowledge/synapse/Wiki/eMoney_Tribe/Tables/SettlementsTransactions_SettlementTransaction-637239.md,266,4,"UTC timestamp when this mapping was recorded. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CurrencyBalancesProvidersMapping)",,"Source system timestamp of when the settlement record was created in FiatDwhDB.Tribe. Used as the incremental load watermark by SP_eMoney_Reconciliation_ETLs (WHERE @Created >= @SettlementsTransactions_DATE). (Tier 3 — FiatDwhDB.Tribe, no upstream column-level wiki)"
emoney,bronze_fiatdwhdb_dbo_currencybalancesprovidersmapping,etr_y,5,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling WalletAssets.md has 236ch r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/WalletAssets.md,236,1,,,"ETL partition key — year component derived from Occurred (e.g., ""2019""). Used by Generic Pipeline for data lake partitioning. Populated for historical data; empty/NULL for rows from ~2025 onwards. (Tier 3 — WalletDB.Wallet.WalletAssets)"
emoney,bronze_fiatdwhdb_dbo_currencybalancesprovidersmapping,etr_ym,6,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling WalletAssets.md has 245ch r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/WalletAssets.md,245,1,,,"ETL partition key — year-month component derived from Occurred (e.g., ""2019-06""). Used by Generic Pipeline for data lake partitioning. Populated for historical data; empty/NULL for rows from ~2025 onwards. (Tier 3 — WalletDB.Wallet.WalletAssets)"
emoney,bronze_fiatdwhdb_dbo_currencybalancesprovidersmapping,etr_ymd,7,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling WalletAssets.md has 252ch r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/WalletAssets.md,252,1,,,"ETL partition key — year-month-day component derived from Occurred (e.g., ""2019-06-11""). Used by Generic Pipeline for data lake partitioning. Populated for historical data; empty/NULL for rows from ~2025 onwards. (Tier 3 — WalletDB.Wallet.WalletAssets)"
emoney,bronze_fiatdwhdb_dbo_customereodbalance,Id,0,99,1,False,MEDIUM_HAS_RICHER,converge_sibling,medium; sibling r=5 > uc r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/BlockchainCryptos.md,397,5,"Auto-incrementing surrogate primary key. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CustomerEODBalance)",,"Unique blockchain network identifier. Manually assigned (not IDENTITY) to maintain stable IDs across environments. Referenced by Wallet.CryptoTypes, Wallet.Wallets, Wallet.WalletPool, and Wallet.BlockchainCryptoProviders as BlockchainCryptoId. Gaps exist in sequence (e.g., 5, 7 missing) - likely reserved IDs for blockchains that were planned but not launched. (Tier 1 — Wallet.BlockchainCryptos)"
emoney,bronze_fiatdwhdb_dbo_customereodbalance,DateId,1,191,1,False,RICH_OK,leave_alone,len=191 r=1,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_DDR_Aggregation_ThisMonth.md,231,4,"Numeric date key in YYYYMMDD format (e.g., 20260413). Used for efficient date-based filtering and partitioning in reporting queries. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CustomerEODBalance)",,"Reporting (int yyyymmdd) = @dateInt = CAST(CONVERT(varchar(8), @date, 112) AS INT) ; delete/reinsert key (DELETE WHERE DateID = @dateID). (Tier 2 — BI_DB_dbo.SP_DDR_Customer_Periodic_Status) (via BI_DB_DDR_Customer_Periodic_Status)"
emoney,bronze_fiatdwhdb_dbo_customereodbalance,EODBalanceDate,2,181,1,False,RICH_OK,leave_alone,len=181 r=1,,0,0,,0,0,"The business date for this end-of-day balance snapshot. Combined with GCID and COIN, uniquely identifies a balance record. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CustomerEODBalance)",,
emoney,bronze_fiatdwhdb_dbo_customereodbalance,GCID,3,164,1,False,RICH_OK,leave_alone,len=164 r=1,,0,0,knowledge/synapse/Wiki/EXW_dbo/Tables/New_UsersAndWallets_Inventory.md,427,4,"Global Customer ID. Identifies the customer whose balance is recorded. Shared across all eToro platforms. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CustomerEODBalance)",,"Global Customer ID of the wallet owner. For customer wallets (type 5), this is the real user. For system wallets (types 1-4, 6-7), this is a service account. Gcid=0 conventionally indicates omnibus/system wallets. From Wallet.Wallets.Gcid. DWH note: WHERE GCID>0 filter in SP excludes unoccupied pool wallets and omnibus wallets — all GCIDs in this table belong to real customers. (Tier 1 — WalletDB.Wallet.CustomerWalletsView)"
emoney,bronze_fiatdwhdb_dbo_customereodbalance,EODBalanceAmount,4,240,1,False,RICH_OK,leave_alone,len=240 r=1,,0,0,,0,0,"The customer's fiat balance amount in the specified currency at end of day. NULL if balance could not be calculated (edge case). High precision supports multi-currency calculations. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CustomerEODBalance)",,
emoney,bronze_fiatdwhdb_dbo_customereodbalance,COIN,5,188,1,False,RICH_OK,leave_alone,len=188 r=1,,0,0,,0,0,"ISO 4217 numeric currency code identifying the balance currency. E.g., 978=EUR, 826=GBP, 036=AUD, 840=USD. See ISO Currency Info. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CustomerEODBalance)",,
emoney,bronze_fiatdwhdb_dbo_customereodbalance,MarketRateSymbol,6,190,1,False,RICH_OK,leave_alone,len=190 r=1,,0,0,,0,0,"Market rate pair symbol used for USD conversion reporting (e.g., ""EURUSD"", ""GBPUSD""). Captured at EOD for historical rate tracking. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CustomerEODBalance)",,
emoney,bronze_fiatdwhdb_dbo_customereodbalance,RateConverstionToUSD,7,243,1,False,RICH_OK,leave_alone,len=243 r=1,,0,0,,0,0,"Exchange rate to USD at end of day. Stored as string for display purposes. Note: column name contains a misspelling (""Converstion"" instead of ""Conversion"") preserved from original DDL. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CustomerEODBalance)",,
emoney,bronze_fiatdwhdb_dbo_customereodbalance,Created,8,157,1,False,RICH_OK,leave_alone,len=157 r=1,,0,0,knowledge/synapse/Wiki/eMoney_Tribe/Tables/SettlementsTransactions_SettlementTransaction-637239.md,266,4,"UTC timestamp when this EOD balance record was calculated and inserted by DailyBalanceCalculation. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CustomerEODBalance)",,"Source system timestamp of when the settlement record was created in FiatDwhDB.Tribe. Used as the incremental load watermark by SP_eMoney_Reconciliation_ETLs (WHERE @Created >= @SettlementsTransactions_DATE). (Tier 3 — FiatDwhDB.Tribe, no upstream column-level wiki)"
emoney,bronze_fiatdwhdb_dbo_customereodbalance,LastDailyMovementCreated,9,231,1,False,RICH_OK,leave_alone,len=231 r=1,,0,0,,0,0,"Timestamp of the most recent daily movement record that contributed to this EOD balance calculation. Used to determine data freshness and identify if movements were missed. (Tier 1 - upstream wiki, FiatDwhDB.dbo.CustomerEODBalance)",,
emoney,bronze_fiatdwhdb_dbo_customereodbalance,etr_y,10,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling WalletAssets.md has 236ch r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/WalletAssets.md,236,1,,,"ETL partition key — year component derived from Occurred (e.g., ""2019""). Used by Generic Pipeline for data lake partitioning. Populated for historical data; empty/NULL for rows from ~2025 onwards. (Tier 3 — WalletDB.Wallet.WalletAssets)"
emoney,bronze_fiatdwhdb_dbo_customereodbalance,etr_ym,11,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling WalletAssets.md has 245ch r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/WalletAssets.md,245,1,,,"ETL partition key — year-month component derived from Occurred (e.g., ""2019-06""). Used by Generic Pipeline for data lake partitioning. Populated for historical data; empty/NULL for rows from ~2025 onwards. (Tier 3 — WalletDB.Wallet.WalletAssets)"
emoney,bronze_fiatdwhdb_dbo_customereodbalance,etr_ymd,12,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling WalletAssets.md has 252ch r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/WalletAssets.md,252,1,,,"ETL partition key — year-month-day component derived from Occurred (e.g., ""2019-06-11""). Used by Generic Pipeline for data lake partitioning. Populated for historical data; empty/NULL for rows from ~2025 onwards. (Tier 3 — WalletDB.Wallet.WalletAssets)"
emoney,bronze_fiatdwhdb_dbo_fiataccount,Id,0,156,1,False,RICH_OK,leave_alone,len=156 r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/BlockchainCryptos.md,397,5,"Auto-incrementing surrogate primary key. Referenced by all child entity tables as the FK to the account. (Tier 1 - upstream wiki, FiatDwhDB.dbo.FiatAccount)",,"Unique blockchain network identifier. Manually assigned (not IDENTITY) to maintain stable IDs across environments. Referenced by Wallet.CryptoTypes, Wallet.Wallets, Wallet.WalletPool, and Wallet.BlockchainCryptoProviders as BlockchainCryptoId. Gaps exist in sequence (e.g., 5, 7 missing) - likely reserved IDs for blockchains that were planned but not launched. (Tier 1 — Wallet.BlockchainCryptos)"
emoney,bronze_fiatdwhdb_dbo_fiataccount,Gcid,1,258,1,False,RICH_OK,leave_alone,len=258 r=1,,0,0,knowledge/synapse/Wiki/EXW_dbo/Tables/New_UsersAndWallets_Inventory.md,427,4,"Global Customer ID. Identifies the customer across all eToro platforms (trading, crypto, fiat). Part of the unique constraint with AccountGuid. Used in Confluence queries as the primary customer lookup key. (Tier 1 - upstream wiki, FiatDwhDB.dbo.FiatAccount)",,"Global Customer ID of the wallet owner. For customer wallets (type 5), this is the real user. For system wallets (types 1-4, 6-7), this is a service account. Gcid=0 conventionally indicates omnibus/system wallets. From Wallet.Wallets.Gcid. DWH note: WHERE GCID>0 filter in SP excludes unoccupied pool wallets and omnibus wallets — all GCIDs in this table belong to real customers. (Tier 1 — WalletDB.Wallet.CustomerWalletsView)"
emoney,bronze_fiatdwhdb_dbo_fiataccount,AccountGuid,2,228,1,False,RICH_OK,leave_alone,len=228 r=1,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_RiskAlertManagementTool.md,112,1,"External-facing unique identifier for this fiat account. Used in application APIs, provider integrations, and cross-system references. Indexed for efficient GUID-based lookups. (Tier 1 - upstream wiki, FiatDwhDB.dbo.FiatAccount)",,Resource JSON: GUID of the account/MOP resource that triggered the alert. (Tier 4 — JSON $.Resource.AccountGuid)
emoney,bronze_fiatdwhdb_dbo_fiataccount,Created,3,157,1,False,RICH_OK,leave_alone,len=157 r=1,,0,0,knowledge/synapse/Wiki/eMoney_Tribe/Tables/SettlementsTransactions_SettlementTransaction-637239.md,266,4,"UTC timestamp when this account record was created in the data warehouse. Indexed for time-range queries. (Tier 1 - upstream wiki, FiatDwhDB.dbo.FiatAccount)",,"Source system timestamp of when the settlement record was created in FiatDwhDB.Tribe. Used as the incremental load watermark by SP_eMoney_Reconciliation_ETLs (WHERE @Created >= @SettlementsTransactions_DATE). (Tier 3 — FiatDwhDB.Tribe, no upstream column-level wiki)"
emoney,bronze_fiatdwhdb_dbo_fiataccount,AccountProgramId,4,237,2,False,RICH_OK,leave_alone,len=237 r=2,,0,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dim_Account.md,312,3,"Account program type: 0=Unknown, 1=card (default), 2=iban. See Account Program. (Dictionary.AccountPrograms). Determines the fundamental product type (card-based vs IBAN-based banking). (Tier 1 - upstream wiki, FiatDwhDB.dbo.FiatAccount)",,"Account program type: 0=Unknown, 1=card, 2=iban. Determines the fundamental product type (card-based vs IBAN-based banking). DWH note: current program; ISNULL(latest FiatAccountsProperties record, original FiatAccount.AccountProgramId) — reflects most recent program upgrade/downgrade. (Tier 1 — dbo.FiatAccount)"
emoney,bronze_fiatdwhdb_dbo_fiataccount,SubProgramId,5,214,2,False,RICH_OK,leave_alone,len=214 r=2,,0,0,,0,0,"Specific sub-program variant: 1-16 (e.g., Card Premium UK, IBAN EU Green). See Sub-Program. FK to dbo.SubPrograms. NULL if not yet assigned to a specific variant. (Tier 1 - upstream wiki, FiatDwhDB.dbo.FiatAccount)",,
emoney,bronze_fiatdwhdb_dbo_fiataccount,etr_y,6,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling WalletAssets.md has 236ch r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/WalletAssets.md,236,1,,,"ETL partition key — year component derived from Occurred (e.g., ""2019""). Used by Generic Pipeline for data lake partitioning. Populated for historical data; empty/NULL for rows from ~2025 onwards. (Tier 3 — WalletDB.Wallet.WalletAssets)"
emoney,bronze_fiatdwhdb_dbo_fiataccount,etr_ym,7,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling WalletAssets.md has 245ch r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/WalletAssets.md,245,1,,,"ETL partition key — year-month component derived from Occurred (e.g., ""2019-06""). Used by Generic Pipeline for data lake partitioning. Populated for historical data; empty/NULL for rows from ~2025 onwards. (Tier 3 — WalletDB.Wallet.WalletAssets)"
emoney,bronze_fiatdwhdb_dbo_fiataccount,etr_ymd,8,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling WalletAssets.md has 252ch r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/WalletAssets.md,252,1,,,"ETL partition key — year-month-day component derived from Occurred (e.g., ""2019-06-11""). Used by Generic Pipeline for data lake partitioning. Populated for historical data; empty/NULL for rows from ~2025 onwards. (Tier 3 — WalletDB.Wallet.WalletAssets)"
emoney,bronze_fiatdwhdb_dbo_fiataccountsproperties,Id,0,103,1,False,MEDIUM_HAS_RICHER,converge_sibling,medium; sibling r=5 > uc r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/BlockchainCryptos.md,397,5,"Auto-incrementing surrogate primary key. (Tier 1 - upstream wiki, FiatDwhDB.dbo.FiatAccountsProperties)",,"Unique blockchain network identifier. Manually assigned (not IDENTITY) to maintain stable IDs across environments. Referenced by Wallet.CryptoTypes, Wallet.Wallets, Wallet.WalletPool, and Wallet.BlockchainCryptoProviders as BlockchainCryptoId. Gaps exist in sequence (e.g., 5, 7 missing) - likely reserved IDs for blockchains that were planned but not launched. (Tier 1 — Wallet.BlockchainCryptos)"
emoney,bronze_fiatdwhdb_dbo_fiataccountsproperties,AccountId,1,134,2,False,MEDIUM_HAS_RICHER,converge_sibling,medium; sibling r=2 > uc r=2,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Views/BI_DB_MarketingCloudDaily_V.md,282,2,"FK to dbo.FiatAccount.Id. The account whose program assignment changed. (Tier 1 - upstream wiki, FiatDwhDB.dbo.FiatAccountsProperties)",,AccountId projected from BI_DB_MarketingCloudDaily (see base table wiki). Salesforce CRM Account record ID (18-char Salesforce ID). Links the trading account to the SF Account. NULL if not yet synced. Passthrough from Dim_Customer.SalesForceAccountID. (Tier 1 — BackOffice.Customer)
emoney,bronze_fiatdwhdb_dbo_fiataccountsproperties,AccountProgramId,2,146,1,False,MEDIUM_HAS_RICHER,converge_sibling,medium; sibling r=3 > uc r=1,,0,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dim_Account.md,312,3,"Account program type at this point: 0=Unknown, 1=card, 2=iban. See Account Program. (Tier 1 - upstream wiki, FiatDwhDB.dbo.FiatAccountsProperties)",,"Account program type: 0=Unknown, 1=card, 2=iban. Determines the fundamental product type (card-based vs IBAN-based banking). DWH note: current program; ISNULL(latest FiatAccountsProperties record, original FiatAccount.AccountProgramId) — reflects most recent program upgrade/downgrade. (Tier 1 — dbo.FiatAccount)"
emoney,bronze_fiatdwhdb_dbo_fiataccountsproperties,SubProgramId,3,144,2,False,MEDIUM_OK,leave_alone,medium; no clear win uc r=2,,0,0,,0,0,"Specific sub-program at this point: 1-16. See Sub-Program. FK to dbo.SubPrograms. (Tier 1 - upstream wiki, FiatDwhDB.dbo.FiatAccountsProperties)",,
