schema,table,column,ordinal,current_len,current_rich,is_trivial,bucket,action,reason,wiki_path,wiki_len,wiki_rich,best_sibling_path,best_sibling_len,best_sibling_rich,current_comment,wiki_cell,best_sibling_cell
finance,bronze_cmrdb_dbo_dailytask,CopyDataPipelineRunId,5,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,BankUploadFilesStage,6,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,ExternalReconciliationPipelineRunId,7,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,ExternalReconciliationStage,8,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,InternalReconciliationPipelineRunId,9,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,InternalReconciliationStage,10,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,PostingPipelineRunId,11,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,PostingStage,12,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,InProgress,13,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,ErrorMessage,14,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,PreparedBy,15,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,ReviewBy,16,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,Status,17,82,0,False,MEDIUM_HAS_RICHER,converge_sibling,medium; sibling r=3 > uc r=0,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_H_SEA_CashoutsEstimation.md,227,3,"Current status of the record (context-dependent: trade status, case status, etc.).",,"Cashout status name resolved from Dim_CashoutStatus. Expected values: Pending (CashoutStatusID=1), InProcess (CashoutStatusID=2), Pending Review (CashoutStatusID=14). (Tier 2 — SP_H_SEA_CashoutsEstimation via Dim_CashoutStatus)"
finance,bronze_cmrdb_dbo_dailytask,Comments,18,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling BI_DB_Finance_Cashout_RollbackDetails.md has 119ch r=1,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,119,1,,,Free-text comments on the rollback from CashoutRollbackTracking.Comments. (Tier 2 — SP_Finance_Cashout_RollbackDetails)
finance,bronze_cmrdb_dbo_dailytask,DateFrom,19,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling EXW_Price.md has 234ch r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/EXW_Price.md,234,1,,,Start of the one-hour price bucket. Sourced as DateHour from ETL_InstrumentRates_ByHour. Part of the clustered index. Range: every hour on the hour from midnight to 23:00 for each date. (Tier 2 — EXW_Wallet.ETL_InstrumentRates_ByHour)
finance,bronze_cmrdb_dbo_dailytask,DateTo,20,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling EXW_Price.md has 162ch r=1,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/EXW_Price.md,162,1,,,"End of the one-hour price bucket. Computed as DATEADD(HOUR, 1, DateHour). Always exactly one hour after DateFrom. (Tier 2 — EXW_Wallet.ETL_InstrumentRates_ByHour)"
finance,bronze_cmrdb_dbo_dailytask,IsOld,21,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,AddedDate,22,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,AddedBy,23,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,UpdatedDate,24,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,UpdatedBy,25,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,IsRevised,26,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,CompletedDateTime,27,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,ReviewDateTime,28,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,OldDailyTaskId,29,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,UPLDays,30,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,CompletedByFullName,31,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_dailytask,ReviewFullName,32,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,Id,0,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling BlockchainCryptos.md has 397ch r=5,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/BlockchainCryptos.md,397,5,,,"Unique blockchain network identifier. Manually assigned (not IDENTITY) to maintain stable IDs across environments. Referenced by Wallet.CryptoTypes, Wallet.Wallets, Wallet.WalletPool, and Wallet.BlockchainCryptoProviders as BlockchainCryptoId. Gaps exist in sequence (e.g., 5, 7 missing) - likely reserved IDs for blockchains that were planned but not launched. (Tier 1 — Wallet.BlockchainCryptos)"
finance,bronze_cmrdb_dbo_externalreconciliation,Date,1,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling BI_DB_LiveAcquisitionDashboard.md has 378ch r=8,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LiveAcquisitionDashboard.md,378,8,,,Event datetime. For KPI='FTDs': FTD timestamp (Billing.Deposit.ModificationDate — the deposit approval datetime). For KPI='Registration': registration datetime (Customer.CustomerStatic.Registered). Historical rows carry the original event timestamp from BI_DB_LiveAcquisitionDashboard_Daily. (Tier 2 — etoro.Customer.Customer.Registered / etoro.Billing.Deposit.ModificationDate)
finance,bronze_cmrdb_dbo_externalreconciliation,BankCode,2,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling BI_DB_AllDeposits.md has 159ch r=1,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AllDeposits.md,159,1,,,"Bank code for the payment instrument. Alias of Fact_BillingDeposit.BankCodeAsString (renamed for readability). (Tier 1 — Fact_BillingDeposit, BankCodeAsString)"
finance,bronze_cmrdb_dbo_externalreconciliation,AccountNoPriority,3,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,AccountType,4,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling BI_DB_EY_Audit_CashoutReason.md has 307ch r=4,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_EY_Audit_CashoutReason.md,307,4,,,Human-readable account type label. Maps to Dictionary.AccountType.AccountTypeName in production (renamed in DWH). Used in reporting to display account classification. Dim-lookup passthrough from Dim_AccountType.Name via Fact_SnapshotCustomer.AccountTypeID at point-in-time. (Tier 1 — Dictionary.AccountType)
finance,bronze_cmrdb_dbo_externalreconciliation,AccountNo,5,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,AccountCurrency,6,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling CardsSnapshots_Account-513255.md has 88ch r=0,,0,0,knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_Account-513255.md,88,0,,,ISO currency code for the account. GBP (~77%) or EUR (~23%). (Tier 3 — no upstream wiki)
finance,bronze_cmrdb_dbo_externalreconciliation,AmountAsPerBank,7,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,ExRate,8,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,AmountCurrency,9,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,BalanceAsPerPriority,10,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,ReconciliationExeptions,11,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,IsInterest,12,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,DailyTaskId,13,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,IsOld,14,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,AddedDate,15,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,AddedBy,16,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,UpdatedDate,17,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,UpdatedBy,18,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,IsManualModifiedAmountAsPerBank,19,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,BalanceAsPerPriorityCurrency,20,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,ReconciliationExeptionsCurrency,21,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,BankAccountId,22,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling eMoney_Account_Mappings.md has 256ch r=2,,0,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Account_Mappings.md,256,2,,,Auto-incrementing surrogate primary key. DWH note: renamed from Id in dbo.FiatBankAccount; latest bank account per CurrencyBalanceId (ROW_NUMBER by EventTimestamp DESC). NULL for card accounts or unlinked balances (436 rows). (Tier 1 — dbo.FiatBankAccount)
finance,bronze_cmrdb_dbo_externalreconciliation,ExceptionMessage,23,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,IsManualModifiedBalanceAsPerPriority,24,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliation,AmountSource,25,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliationtotalpriority,Id,0,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling BlockchainCryptos.md has 397ch r=5,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/BlockchainCryptos.md,397,5,,,"Unique blockchain network identifier. Manually assigned (not IDENTITY) to maintain stable IDs across environments. Referenced by Wallet.CryptoTypes, Wallet.Wallets, Wallet.WalletPool, and Wallet.BlockchainCryptoProviders as BlockchainCryptoId. Gaps exist in sequence (e.g., 5, 7 missing) - likely reserved IDs for blockchains that were planned but not launched. (Tier 1 — Wallet.BlockchainCryptos)"
finance,bronze_cmrdb_dbo_externalreconciliationtotalpriority,Value,1,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling Dim_BillingProtocolMIDSettingsID.md has 206ch r=1,,0,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingProtocolMIDSettingsID.md,206,1,,,"The protocol identifier string (MID, merchant ID, API key, etc.). This is the actual routing value passed to the payment processor. Examples: ""18989693"", ""18986763"" (Tier 1 - Billing.ProtocolMIDSettings.md)"
finance,bronze_cmrdb_dbo_externalreconciliationtotalpriority,DailyTaskId,2,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliationtotalpriority,IsOld,3,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliationtotalpriority,AddedDate,4,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliationtotalpriority,AddedBy,5,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliationtotalpriority,UpdatedDate,6,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_externalreconciliationtotalpriority,UpdatedBy,7,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_internalreconciliation,Id,0,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling BlockchainCryptos.md has 397ch r=5,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/BlockchainCryptos.md,397,5,,,"Unique blockchain network identifier. Manually assigned (not IDENTITY) to maintain stable IDs across environments. Referenced by Wallet.CryptoTypes, Wallet.Wallets, Wallet.WalletPool, and Wallet.BlockchainCryptoProviders as BlockchainCryptoId. Gaps exist in sequence (e.g., 5, 7 missing) - likely reserved IDs for blockchains that were planned but not launched. (Tier 1 — Wallet.BlockchainCryptos)"
finance,bronze_cmrdb_dbo_internalreconciliation,DailyTaskId,1,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_internalreconciliation,IsOld,2,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_internalreconciliation,AddedDate,3,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_internalreconciliation,AddedBy,4,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_internalreconciliation,UpdatedDate,5,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_internalreconciliation,UpdatedBy,6,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_internalreconciliation,IRSchemaId,7,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irrowschema,Id,0,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling BlockchainCryptos.md has 397ch r=5,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/BlockchainCryptos.md,397,5,,,"Unique blockchain network identifier. Manually assigned (not IDENTITY) to maintain stable IDs across environments. Referenced by Wallet.CryptoTypes, Wallet.Wallets, Wallet.WalletPool, and Wallet.BlockchainCryptoProviders as BlockchainCryptoId. Gaps exist in sequence (e.g., 5, 7 missing) - likely reserved IDs for blockchains that were planned but not launched. (Tier 1 — Wallet.BlockchainCryptos)"
finance,bronze_cmrdb_dbo_irrowschema,RowName,1,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irrowschema,RowOrder,2,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irrowschema,ColumnOrder,3,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irrowschema,IRSchemaId,4,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irrowschema,IRColumnSchemaId,5,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irrowschema,IsOld,6,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irrowschema,InternalReconciliationFormulasId,7,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irrowschema,AddedBy,8,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irrowschema,AddedDate,9,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irrowschema,UpdatedBy,10,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irrowschema,UpdatedDate,11,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irrowschema,AllowNegativeValues,12,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irrowschema,AllowPositeValues,13,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irrowschema,DefaultValue,14,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irrowschema,ParentId,15,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling Dim_CompensationReason.md has 311ch r=1,,0,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CompensationReason.md,311,1,,,"Parent reason ID for 2-level hierarchy. NULL for root categories. Non-null values point directly to a root category row. Roots: 1=Custom, 4=Marketing, 9=Accounting/Ops, 10=R&D, 16=ACT, 23=Obsolete, 35=MT4, 45=Dividend, 48=Inactivity Fee For Non Depositor. (Tier 1 - upstream wiki, BackOffice.CompensationReason)"
finance,bronze_cmrdb_dbo_irrowschema,PropertyName,16,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irschema,Id,0,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling BlockchainCryptos.md has 397ch r=5,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/BlockchainCryptos.md,397,5,,,"Unique blockchain network identifier. Manually assigned (not IDENTITY) to maintain stable IDs across environments. Referenced by Wallet.CryptoTypes, Wallet.Wallets, Wallet.WalletPool, and Wallet.BlockchainCryptoProviders as BlockchainCryptoId. Gaps exist in sequence (e.g., 5, 7 missing) - likely reserved IDs for blockchains that were planned but not launched. (Tier 1 — Wallet.BlockchainCryptos)"
finance,bronze_cmrdb_dbo_irschema,Name,1,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling Dim_AccountType.md has 215ch r=2,,0,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,215,2,,,"Human-readable account type label. Maps to Dictionary.AccountType.AccountTypeName in production (renamed in DWH). Used in reporting to display account classification. (Tier 1 - upstream wiki, Dictionary.AccountType)"
finance,bronze_cmrdb_dbo_irschema,ReconciliationTypeCode,2,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irschema,CompanyCode,3,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irschema,IsOld,4,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irschema,AddedBy,5,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irschema,AddedDate,6,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irschema,UpdatedBy,7,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irschema,UpdatedDate,8,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irschema,ValidDateFrom,9,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irschema,ValidDateTo,10,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irschema,ReportCurrencyCode,11,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
finance,bronze_cmrdb_dbo_irschema,Type,12,35,0,False,WEAK_TRIVIAL_HAS_RICHER,converge_sibling,short; sibling BI_DB_Finance_Staking_Report.md 283ch r=2,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Staking_Report.md,283,2,Record type or category classifier.,,"Record type: 'AirDrop' for crypto staking airdrop reward positions (from Dim_Position WHERE IsAirDrop=1 AND InstrumentID IN (100017, 100026)), 'Compensations' for staking platform compensation payments (from BI_DB_Staking_Platform_Compensations). (Tier 2 — SP_Finance_Staking_Report)"
finance,bronze_cmrdb_dbo_irvalue,Id,0,0,0,False,EMPTY_HAS_WIKI,auto_deploy_sibling,sibling BlockchainCryptos.md has 397ch r=5,,0,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/BlockchainCryptos.md,397,5,,,"Unique blockchain network identifier. Manually assigned (not IDENTITY) to maintain stable IDs across environments. Referenced by Wallet.CryptoTypes, Wallet.Wallets, Wallet.WalletPool, and Wallet.BlockchainCryptoProviders as BlockchainCryptoId. Gaps exist in sequence (e.g., 5, 7 missing) - likely reserved IDs for blockchains that were planned but not launched. (Tier 1 — Wallet.BlockchainCryptos)"
finance,bronze_cmrdb_dbo_irvalue,RowOrder,1,0,0,False,EMPTY_NO_WIKI,needs_authoring,no usable wiki/sibling,,0,0,,0,0,,,
