schema,table,column,ordinal,wiki_path,wiki_len,wiki_rich,proposed_comment
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,SDRT,136,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Client_Balance_CID_Level_New.md,184,2,Stamp Duty Reserve Tax (UK). SUM(Amount) from Fact_CustomerAction WHERE ActionTypeID=35 AND IsFeeDividend=3. Tax on UK stock purchases. Added Oct 2023. (Tier 2 — SP_Client_Balance_New)
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,TradingFees,141,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Client_Balance_CID_Level_New.md,264,5,"Trading fees. SUM(Amount) from Fact_CustomerAction WHERE (ActionTypeID=35 AND IsFeeDividend=4) OR (ActionTypeID=36 AND CompensationReasonID IN (117,118)). Separated from OvernightFee for clearer revenue attribution. Added Mar 2024. (Tier 2 — SP_Client_Balance_New)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,C2P,176,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Client_Balance_CID_Level_New.md,217,4,Cash-to-Portfolio. SUM(Amount) from Fact_CustomerAction WHERE ActionTypeID=36 AND CompensationReasonID IN (134). Crypto positions opened from IBAN (eMoney). Added Nov 2025 (SR-344304). (Tier 2 — SP_Client_Balance_New)
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,TranID,29,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Compliance_Illegal_Trades_Alerts.md,131,0,"Transaction/deposit ID for deposit-related alerts (e.g., BC4 uses DepositID). NULL for position-only alerts. (Tier 3 — SP inferred)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,Date,30,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CopyDailyData.md,102,1,Reporting date (the business day this snapshot covers = @date = GETDATE()-1). (Tier 2 — ETL parameter)
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_cross_selling_monthly,High_Bronze+,7,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Cross_Selling_Monthly.md,267,1,"Binary flag: 1 if total equity (ActualNWA + Liabilities from V_Liabilities) >= $1,000 at EOM date, else 0. Column name contains '+' — must use bracket quoting: [High_Bronze+]. NULL if customer has no V_Liabilities row at @date_int. (Tier 2 — SP_Cross_Selling_Monthly)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_cross_selling_monthly,Smart_Portfolios_HoldEOM,9,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Cross_Selling_Monthly.md,159,2,1 if customer has at least one open CopyPortfolio mirror (Dim_Mirror.MirrorTypeID=4) at the end-of-month date; 0 otherwise. (Tier 2 — SP_Cross_Selling_Monthly)
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_cross_selling_monthly,Copy_Trader_HoldEOM,10,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Cross_Selling_Monthly.md,157,2,1 if customer has at least one open Copy Trader mirror (Dim_Mirror.MirrorTypeID≠4) at the end-of-month date; 0 otherwise. (Tier 2 — SP_Cross_Selling_Monthly)
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_daily_dividends,Is_US_Stock,3,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Daily_Dividends.md,117,0,"Flag: 1 if InstrumentID in BI_DB_US_Stocks. US tax reporting relevance. (Tier 2 -SP_Daily_Dividends, BI_DB_US_Stocks)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailyzero_treesize_new,Copy,2,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyZero_TreeSize_NEW.md,157,3,"Copy trade role: 1 if MirrorID > 0, -1 if OrigParentPositionID > 0, else 0. (Tier 2 -SP_DailyZero_TreeSize_NEW, Dim_Position.MirrorID / OrigParentPositionID)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailyzero_treesize_new,RiskGroup,8,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyZero_TreeSize_NEW.md,97,0,"Placeholder; inserted as empty string in current SP. (Tier 2 -SP_DailyZero_TreeSize_NEW, literal)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailyzero_treesize_new,DepositGroup,9,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyZero_TreeSize_NEW.md,97,0,"Placeholder; inserted as empty string in current SP. (Tier 2 -SP_DailyZero_TreeSize_NEW, literal)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailyzeropnl_stocks,StockIndex,6,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyZeroPnL_Stocks.md,191,0,"Stock exchange / index grouping from BI_DB_IndexesMapping_Static (e.g., 'US', 'GER30'). NULL when InstrumentID has no mapping. (Tier 3 — BI_DB_IndexesMapping_Static, no upstream wiki located)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailyzeropnl_stocks,MifID,11,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyZeroPnL_Stocks.md,217,1,MiFID II client categorization (Retail/Professional/Eligible Counterparty). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.MifidCategorizationID (BO). FK to Dim_MifidCategorization. (Tier 2 — SP_Fact_SnapshotCustomer)
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailyzeropnl_stocks,Currency,25,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyZeroPnL_Stocks.md,206,2,"Trading symbol / ticker for the sell-side currency. ""USD"", ""EUR"", ""GBX"". UNIQUE constraint in production. Passthrough from Dictionary.Currency.Abbreviation via sell-side join. (Tier 1 — Dictionary.Currency)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,IsBlocked,3,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_CID_Level.md,119,2,"1 if the customer's account is in a blocked state, else 0. CASE WHEN PlayerStatusID NOT IN (1,3,5,7). (Tier 2 — SP_DDR)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,IsBlocked,2,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Daily_Aggregated.md,123,2,"1 if the customer's account was in a blocked state on @date (PlayerStatusID NOT IN (1,3,5,7)). Last-day attribute. (Tier 2)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_mimo_allplatforms,OrigIdentifier,4,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_MIMO_AllPlatforms.md,561,0,Trading Platform (verbatim Element #5 BI_DB_DDR_Fact_MIMO_Trading_Platform.md): Literal discriminator 'DepositID' vs 'WithdrawPaymentID' aligning TransactionID grain. eMoney (verbatim Element #5 BI_DB_DDR_Fact_MIMO_eMoney_Platform.md): Source ID type label — Always 'TransactionID' for all eMoney transactions. Options (verbatim Element #5 BI_DB_DDR_Fact_MIMO_Options_Platform.md): Hardcoded 'ApexTxID' in source facts (coerced Transactions may null out). MoneyFarm (SP literals): 'DepositID' inside 
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_pnl,IsCopyFund,13,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_PnL.md,198,3,"Smart Portfolio / Fund position flag from TVF: CASE WHEN cpt.PositionID IS NOT NULL THEN 1 ELSE 0 END with LEFT JOIN BI_DB_CopyFund_Positions. ISNULL(...,0) in SP. (Tier 2 — Function_PnL_Single_Day)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_revenue_generating_actions,IsC2P,26,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_Revenue_Generating_Actions.md,172,3,CASE WHEN V_C2P_Positions.PositionID IS NOT NULL THEN 1 ELSE 0 END on position-backed paths; ISNULL packaging for non-position metrics. (Tier 2 — BI_DB_dbo.V_C2P_Positions)
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_trading_volumes_and_amounts,IsC2P,26,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_Trading_Volumes_And_Amounts.md,200,2,"Copy-to-portfolio migrated position (1 when TVF LEFT JOIN to BI_DB_dbo.V_C2P_Positions matches PositionID, else 0) — customer keeps economics after unlinking copy. (Tier 2 — BI_DB_dbo.V_C2P_Positions)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_demo_cid_panel,FirstAction,4,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Demo_CID_Panel.md,216,0,"Product type of the user's first demo trade. Classified from InstrumentID/InstrumentTypeID/IsBuy/Leverage: 'Real Stocks/ETFs', 'Fx/Comm/Ind', 'CFD Stocks/ETFs', 'Crypto', 'Copy', 'Other'. (Tier 2 — SP_Demo_CID_Panel)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee,MOPCountry,34,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DepositWithdrawFee.md,73,0,"Not populated (NULL) in current SP. (Tier 2 -SP_DepositWithdrawFee, NULL)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee,IsGermanBaFin,35,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DepositWithdrawFee.md,73,0,"Not populated (NULL) in current SP. (Tier 2 -SP_DepositWithdrawFee, NULL)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee_reversals,TransactionID,5,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DepositWithdrawFee_Reversals.md,170,0,"Synthetic identifier: CAST(DepositID AS VARCHAR(50)) + 'D' for deposit reversals, CAST(WPID AS VARCHAR(50)) + 'W' for withdraw rollbacks. (Tier 2 — SP_DepositWithdrawFee)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,MirrorID,4,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Fact_Customer_Action_Position_Distribution.md,245,3,FK to Trade.Mirror. 0/NULL = manual trade. Positive = copy-trade position. DWH note: set to 0 if action Occurred after a detach-from-mirror event (ActionTypeID=19) for the same PositionID. COALESCE from Dim_Position. (Tier 1 — Trade.PositionTbl)
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_investorsdetail,InstrumentType,3,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_InvestorsDetail.md,257,1,"Asset class of the traded instrument. Manual: Dim_Instrument.InstrumentType (Stocks, Commodities, Currencies, Indices, Crypto Currencies, ETF). Copy: 'Copy Trading' (MirrorTypeID 1/2) or 'Copy Portfolio' (MirrorTypeID 4). (Tier 2 — SP_InvestorReportDetails)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_knowledge_assessment,Total_Points_Assessment_142_146,5,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Knowledge_Assessment.md,152,0,Total score for 142-146 version. Range: -10 to +10. Each of 5 questions contributes +2 or -2. -100 sentinel if version not taken. (Tier 2 -SP_KYC_Panel)
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_marketingclouddaily,FirstTimeCopiedDate,37,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_MarketingCloudDaily.md,200,4,"Earliest date this customer was first copied (as a Popular Investor). MIN(Dim_Mirror.OpenOccurred) where MirrorTypeID<>4 (excludes Fund mirrors), joined on ParentCID. (Tier 2 — SP_MarketingCloudDaily)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_marketingclouddaily_v,FirstTimeCopiedDate,37,knowledge/synapse/Wiki/BI_DB_dbo/Views/BI_DB_MarketingCloudDaily_V.md,284,4,"FirstTimeCopiedDate projected from BI_DB_MarketingCloudDaily (see base table wiki). Earliest date this customer was first copied (as a Popular Investor). MIN(Dim_Mirror.OpenOccurred) where MirrorTypeID<>4 (excludes Fund mirrors), joined on ParentCID. (Tier 2 — SP_MarketingCloudDaily)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_out_new_management_dashboard,Amount$Withdraw,12,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Money_Out_New_Management_Dashboard.md,197,1,"Withdrawal amount in account currency. ISNULL(Amount_WithdrawToFunding, Amount_Withdraw) — prefers funding leg amount. Note: column name contains $. (Tier 2 — SP_Money_Out_New_Management_Dashboard)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_out_stpanalysis_ops_dashboard,Amount$Withdraw,3,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Money_Out_STPAnalysis_OPS_Dashboard.md,220,2,"Payout amount in process currency. MONEY type (4 decimal places). For refunds, this is the amount being refunded to the card/instrument. Renamed from Billing.WithdrawToFunding.Amount. (Tier 1 — Billing.WithdrawToFunding)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_outliers_new,Foreclosure,24,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Outliers_New.md,61,2,CompensationReasonID=32. (Tier 2 — BI_DB_dbo.SP_Outliers_New)
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,AmountInUnitsDecimal,12,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionPnL.md,188,1,"Size in instrument units; split-adjusted and rewound from partial-close log when applicable. (Tier 2 -SP_PositionPnL, DWH_dbo.Dim_Position.AmountInUnitsDecimal / split + PositionChangeLog)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_scored_appropriateness_negative_market,ApproprietnessScore_Status,30,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Scored_Appropriateness_Negative_Market.md,368,2,"Appropriateness test outcome. From ComplianceStateDB Dictionary.RestrictionStatus.Name, filtered to RestrictionStatusReasonID=14. Distribution: ""Failed"" 75% (13.4M), ""Passed"" 24% (4.2M), blank 1%, ""Borderline Pass"" <0.1%. Note: column name contains typo (""Approprietness"" vs ""Appropriateness""). (Tier 2 — SP_BI_DB_Scored_Appropriateness_Negative_Market, join-enriched)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_tax_compliance_tin,TIN_CountryName,3,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Tax_Compliance_TIN.md,173,1,"Full country name in English. Unique per row. Used in UI dropdowns, compliance documents, and analytical reports. Passthrough from Dim_Country. (Tier 1 — Dictionary.Country)"
bi_db,gold_sql_dp_prod_we_bi_db_dbo_v_bi_db_outliers_new,Foreclosure,24,knowledge/synapse/Wiki/BI_DB_dbo/Views/V_BI_DB_Outliers_New.md,61,2,CompensationReasonID=32. (Tier 2 — BI_DB_dbo.SP_Outliers_New)
bi_db,gold_sql_dp_prod_we_emoney_dbo_emoney_dim_account,HasCustomerInfoChanged,35,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dim_Account.md,224,0,"1 if ANY of the following changed since account creation: ClubID, RegulationID, CountryID, PlayerStatusID, AccountProgramID, AccountSubProgramID. Composite of all six individual change flags. (Tier 2 — SP_eMoney_Dim_Account)"
bi_db,gold_sql_dp_prod_we_emoney_dbo_emoney_dim_account,BankAccountID,52,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dim_Account.md,71,1,Auto-incrementing surrogate primary key. (Tier 1 — dbo.FiatBankAccount)
bi_db,gold_sql_dp_prod_we_emoney_dbo_emoney_dim_transaction,ExternalBankAccountID,8,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dim_Transaction.md,222,3,Auto-incrementing surrogate primary key for the external bank account record. FK from FiatTransactions.ExternalBankAccountId → dbo.FiatBankAccount.Id. NULL for non-bank-transfer transactions. (Tier 1 — dbo.FiatBankAccount)
bi_db,gold_sql_dp_prod_we_emoney_dbo_emoney_fact_transaction_status,ExternalBankAccountID,8,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Fact_Transaction_Status.md,222,3,Auto-incrementing surrogate primary key for the external bank account record. FK from FiatTransactions.ExternalBankAccountId → dbo.FiatBankAccount.Id. NULL for non-bank-transfer transactions. (Tier 1 — dbo.FiatBankAccount)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e,C2FConversionID,31,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md,205,1,"Auto-incrementing surrogate primary key. Referenced by all child tables (ConversionStatuses, CryptoTransactions, EstimatedFiatTransactions, FiatTransactions) via ConversionId FK. (Tier 1 — C2F.Conversions)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e,ConversionID,1,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md,205,1,"Auto-incrementing surrogate primary key. Referenced by all child tables (ConversionStatuses, CryptoTransactions, EstimatedFiatTransactions, FiatTransactions) via ConversionId FK. (Tier 1 — C2F.Conversions)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e,CompensationCreditID,54,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md,219,1,Credit transaction ID from the admin position log that links the position open to the compensation/crypto-transfer event. From Dealing_staging.etoro_Trade_AdminPositionLog.CompensationCreditID. (Tier 2 — SP_EXW_C2F_E2E)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e,IsAirDrop,69,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md,261,2,Flag from Fact_CustomerAction for the position open action (ActionTypeID=1). Always 1 for C2P positions — positions opened via AdminPositionLog CompensationReasonID=134 (Crypto Transfer) are classified as AirDrop by the Dealing system. (Tier 2 — SP_EXW_C2F_E2E)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_financereportsbalancesnew,AMLClosureEvent,31,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,389,0,1 = user is wallet-blocked due to AML/compliance conditions; 0 = normal. Set to 1 if any of 4 conditions: (1) PlayerStatus Blocked/BlockedUponRequest AND wallet not allowed; (2) wallet not allowed AND TotalBalance ≤ 0; (3) wallet not allowed AND TotalBalanceUSD ≤ 0; (4) compensated user AND wallet not allowed. 12.5% of rows in latest snapshot. (Tier 2 — SP_EXW_FinanceReportsBalancesNew)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,CryptoName,4,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,172,0,"Human-readable name of the compensated cryptocurrency (e.g., BTC, ETH). Passed through from EXW_CompensationClosingCountries. (Tier 2 — SP_EXW_CompensationClosingCountries)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,CryptoId,5,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,127,0,Cryptocurrency identifier. Passed through from EXW_CompensationClosingCountries. (Tier 2 — SP_EXW_CompensationClosingCountries)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,WalletId,8,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,209,1,Customer's wallet GUID for the compensated CryptoId. Passed through from EXW_CompensationClosingCountries (originally from EXW_Wallet.EXW_CustomerWalletsView.Id). (Tier 2 — SP_EXW_CompensationClosingCountries)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,Address,9,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,233,1,Blockchain address of the customer's wallet for the compensated crypto. Passed through from EXW_CompensationClosingCountries (originally from EXW_Wallet.EXW_CustomerWalletsView.Address). (Tier 2 — SP_EXW_CompensationClosingCountries)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,ReimbursementCountryID,11,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,181,2,Country identifier at time of compensation. Passed through from EXW_CompensationClosingCountries.CountryID. FK to DWH_dbo.Dim_Country. (Tier 2 — SP_EXW_CompensationClosingCountries)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,ReportFromDate,12,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,173,0,"Start date of the balance report period used in legacy compensation calculations. NULL for all AML*, AML_US, and AML_EEA rows. (Tier 2 — SP_EXW_CompensationClosingCountries)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,ReportId,13,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,181,0,"Legacy balance report identifier. NULL for all AML*, AML_US, AML_EEA rows. May contain values for legacy country-closure project rows. (Tier 2 — SP_EXW_CompensationClosingCountries)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,Project,14,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,264,0,"Regulatory compensation project identifier. Values: 'AML', 'AML_US', 'AML_EEA' (active; loaded by current SP); plus ~15 legacy country-closure project names (FrenchTerr, Germany_Tangany_*, Russia*, Netherlands, etc.). (Tier 2 — SP_EXW_CompensationClosingCountries)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,ReimbursementRegulationID,17,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,160,1,Regulation identifier at time of compensation. Passed through from EXW_CompensationClosingCountries.RegulationID. (Tier 2 — SP_EXW_CompensationClosingCountries)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,AMLStatus,18,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,315,0,"Status of the AML enforcement action from the source Google Sheet. Only active statuses ('compensated', 'reimbursed', 'completed') are present; pending/in-progress rows are filtered at EXW_CompensationClosingCountries input stage. NULL for legacy non-AML project rows. (Tier 2 — SP_EXW_CompensationClosingCountries)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,CurrentCountryID,20,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,239,3,"Country of residence. FK to Dictionary.Country. Determines regulatory framework, available instruments, and leverage limits. Default=0. DWH note: sourced from EXW_DimUser.CountryID at time of this SP run. (Tier 1 — Customer.CustomerStatic)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,CurrentRegulation,21,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,173,2,Current regulation name from EXW_DimUser.Regulation (denormalized from DWH_dbo.Dim_Regulation.Name). Use CurrentRegulationID for joins. (Tier 2 — SP_DimUser via EXW_DimUser)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,CurrentRegulationID,22,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,337,3,"Regulatory entity governing this account. FK to Dictionary.Regulation. Values: 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI, 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. DWH note: sourced from EXW_DimUser.RegulationID at time of this SP run. (Tier 1 — BackOffice.Customer)"
