file_relpath,line,uc_object,column,codepoint,claimed_label,verdict,tier1_truth_name,dictionary_table,raw_comment
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CID_DailyPanel_Club.alter.sql,30,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_club,CurrentTier,7,Diamond,MATCH,Diamond,DWH_dbo.Dim_PlayerLevel,"PlayerLevelID of the customer's current club tier as of DateID. Non-sequential: 1=Bronze, 5=Silver, 3=Gold, 2=Platinum, 6=Platinum Plus, 7=Diamond. Use JOIN to Dim_PlayerLevel for display names. (T1 - DWH_dbo.Dim_PlayerLevel wiki)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CID_DailyPanel_Club.alter.sql,34,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_club,RegulationID,1,CySEC,MATCH,CySEC,DWH_dbo.Dim_Regulation,"Regulatory entity governing the customer. 1=CySEC (EU), and other values for other regulators. Used to determine credit line eligibility (IsCreditEligible requires RegulationID=1). (T2 - SP_CID_DailyPanel_Club)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CID_LifeStageDefinition.alter.sql,27,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_lifestagedefinition,PlayerLevelID,1,Bronze,MATCH,Bronze,DWH_dbo.Dim_PlayerLevel,"Customer's Club tier at the time of the LSD transition (from Fact_SnapshotCustomer). Same non-sequential ID mapping as Dim_PlayerLevel: 1=Bronze, 5=Silver, 3=Gold, 2=Platinum, 6=Platinum Plus, 7=Diamond. Used to determine ""Club"" vs. non-Club variants of Active Open / Holder stages. (T2 - SP_CID_LifeStageDefinition)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CID_LifeStageDefinition.alter.sql,27,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_lifestagedefinition,PlayerLevelID,5,Silver,MATCH,Silver,DWH_dbo.Dim_PlayerLevel,"Customer's Club tier at the time of the LSD transition (from Fact_SnapshotCustomer). Same non-sequential ID mapping as Dim_PlayerLevel: 1=Bronze, 5=Silver, 3=Gold, 2=Platinum, 6=Platinum Plus, 7=Diamond. Used to determine ""Club"" vs. non-Club variants of Active Open / Holder stages. (T2 - SP_CID_LifeStageDefinition)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CID_LifeStageDefinition.alter.sql,27,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_lifestagedefinition,PlayerLevelID,3,Gold,MATCH,Gold,DWH_dbo.Dim_PlayerLevel,"Customer's Club tier at the time of the LSD transition (from Fact_SnapshotCustomer). Same non-sequential ID mapping as Dim_PlayerLevel: 1=Bronze, 5=Silver, 3=Gold, 2=Platinum, 6=Platinum Plus, 7=Diamond. Used to determine ""Club"" vs. non-Club variants of Active Open / Holder stages. (T2 - SP_CID_LifeStageDefinition)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CID_LifeStageDefinition.alter.sql,27,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_lifestagedefinition,PlayerLevelID,2,Platinum,MATCH,Platinum,DWH_dbo.Dim_PlayerLevel,"Customer's Club tier at the time of the LSD transition (from Fact_SnapshotCustomer). Same non-sequential ID mapping as Dim_PlayerLevel: 1=Bronze, 5=Silver, 3=Gold, 2=Platinum, 6=Platinum Plus, 7=Diamond. Used to determine ""Club"" vs. non-Club variants of Active Open / Holder stages. (T2 - SP_CID_LifeStageDefinition)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CID_LifeStageDefinition.alter.sql,27,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_lifestagedefinition,PlayerLevelID,6,Platinum Plus,MATCH,Platinum Plus,DWH_dbo.Dim_PlayerLevel,"Customer's Club tier at the time of the LSD transition (from Fact_SnapshotCustomer). Same non-sequential ID mapping as Dim_PlayerLevel: 1=Bronze, 5=Silver, 3=Gold, 2=Platinum, 6=Platinum Plus, 7=Diamond. Used to determine ""Club"" vs. non-Club variants of Active Open / Holder stages. (T2 - SP_CID_LifeStageDefinition)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CID_LifeStageDefinition.alter.sql,27,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_lifestagedefinition,PlayerLevelID,7,Diamond,MATCH,Diamond,DWH_dbo.Dim_PlayerLevel,"Customer's Club tier at the time of the LSD transition (from Fact_SnapshotCustomer). Same non-sequential ID mapping as Dim_PlayerLevel: 1=Bronze, 5=Silver, 3=Gold, 2=Platinum, 6=Platinum Plus, 7=Diamond. Used to determine ""Club"" vs. non-Club variants of Active Open / Holder stages. (T2 - SP_CID_LifeStageDefinition)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,51,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,Verified,0,Unverified,UNRESOLVED_DICTIONARY,,,"Customer verification level ID. Resolved via Dim_VerificationLevel. Values: 0=Unverified, 1=Level 1, 2=Level 2, 3=Fully Verified. NOT a boolean - do not treat as 0/1. (Tier 2 - SP code, Dim_VerificationLevel)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,51,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,Verified,1,Level 1,UNRESOLVED_DICTIONARY,,,"Customer verification level ID. Resolved via Dim_VerificationLevel. Values: 0=Unverified, 1=Level 1, 2=Level 2, 3=Fully Verified. NOT a boolean - do not treat as 0/1. (Tier 2 - SP code, Dim_VerificationLevel)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,51,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,Verified,2,Level 2,UNRESOLVED_DICTIONARY,,,"Customer verification level ID. Resolved via Dim_VerificationLevel. Values: 0=Unverified, 1=Level 1, 2=Level 2, 3=Fully Verified. NOT a boolean - do not treat as 0/1. (Tier 2 - SP code, Dim_VerificationLevel)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,51,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,Verified,3,Fully Verified,UNRESOLVED_DICTIONARY,,,"Customer verification level ID. Resolved via Dim_VerificationLevel. Values: 0=Unverified, 1=Level 1, 2=Level 2, 3=Fully Verified. NOT a boolean - do not treat as 0/1. (Tier 2 - SP code, Dim_VerificationLevel)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,142,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,RegulationID,0,None,MATCH,None,DWH_dbo.Dim_Regulation,"Regulatory entity ID. FK to Dim_Regulation.ID. Values: 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI (~80%), 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 2 - SP code, Dim_Regulation)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,142,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,RegulationID,1,CySEC,MATCH,CySEC,DWH_dbo.Dim_Regulation,"Regulatory entity ID. FK to Dim_Regulation.ID. Values: 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI (~80%), 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 2 - SP code, Dim_Regulation)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,142,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,RegulationID,2,FCA,MATCH,FCA,DWH_dbo.Dim_Regulation,"Regulatory entity ID. FK to Dim_Regulation.ID. Values: 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI (~80%), 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 2 - SP code, Dim_Regulation)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,142,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,RegulationID,3,NFA,MATCH,NFA,DWH_dbo.Dim_Regulation,"Regulatory entity ID. FK to Dim_Regulation.ID. Values: 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI (~80%), 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 2 - SP code, Dim_Regulation)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,142,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,RegulationID,4,ASIC,MATCH,ASIC,DWH_dbo.Dim_Regulation,"Regulatory entity ID. FK to Dim_Regulation.ID. Values: 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI (~80%), 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 2 - SP code, Dim_Regulation)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,142,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,RegulationID,5,BVI,MATCH,BVI,DWH_dbo.Dim_Regulation,"Regulatory entity ID. FK to Dim_Regulation.ID. Values: 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI (~80%), 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 2 - SP code, Dim_Regulation)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,142,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,RegulationID,7,FinCEN,MATCH,FinCEN,DWH_dbo.Dim_Regulation,"Regulatory entity ID. FK to Dim_Regulation.ID. Values: 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI (~80%), 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 2 - SP code, Dim_Regulation)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,142,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,RegulationID,8,FinCEN+FINRA,MATCH,FinCEN+FINRA,DWH_dbo.Dim_Regulation,"Regulatory entity ID. FK to Dim_Regulation.ID. Values: 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI (~80%), 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 2 - SP code, Dim_Regulation)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,142,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,RegulationID,9,FSA Seychelles,MATCH,FSA Seychelles,DWH_dbo.Dim_Regulation,"Regulatory entity ID. FK to Dim_Regulation.ID. Values: 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI (~80%), 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 2 - SP code, Dim_Regulation)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,142,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,RegulationID,10,ASIC & GAML,MATCH,ASIC & GAML,DWH_dbo.Dim_Regulation,"Regulatory entity ID. FK to Dim_Regulation.ID. Values: 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI (~80%), 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 2 - SP code, Dim_Regulation)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,142,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,RegulationID,11,FSRA,MATCH,FSRA,DWH_dbo.Dim_Regulation,"Regulatory entity ID. FK to Dim_Regulation.ID. Values: 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI (~80%), 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 2 - SP code, Dim_Regulation)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,142,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,RegulationID,12,FINRAONLY,MATCH,FINRAONLY,DWH_dbo.Dim_Regulation,"Regulatory entity ID. FK to Dim_Regulation.ID. Values: 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI (~80%), 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 2 - SP code, Dim_Regulation)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,142,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,RegulationID,13,MAS,MATCH,MAS,DWH_dbo.Dim_Regulation,"Regulatory entity ID. FK to Dim_Regulation.ID. Values: 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI (~80%), 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 2 - SP code, Dim_Regulation)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,142,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,RegulationID,14,NYDFS+FINRA,MATCH,NYDFS+FINRA,DWH_dbo.Dim_Regulation,"Regulatory entity ID. FK to Dim_Regulation.ID. Values: 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI (~80%), 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 2 - SP code, Dim_Regulation)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,153,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,PhoneVerifiedDate,1,AutomaticallyVerified,UNRESOLVED_DICTIONARY,,,"Date customer's phone was verified. From History.BackOfficeCustomer where PhoneVerifiedID IN (1=AutomaticallyVerified, 2=ManuallyVerified). (Tier 2 - SP code, History.BackOfficeCustomer)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,153,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,PhoneVerifiedDate,2,ManuallyVerified,UNRESOLVED_DICTIONARY,,,"Date customer's phone was verified. From History.BackOfficeCustomer where PhoneVerifiedID IN (1=AutomaticallyVerified, 2=ManuallyVerified). (Tier 2 - SP code, History.BackOfficeCustomer)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,159,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,EvMatchStatus,0,None,MATCH,None,DWH_dbo.Dim_EvMatchStatus,"Electronic verification match status. FK to Dim_EvMatchStatus.EvMatchStatusID. Values: 0=None, 1=PartiallyVerified, 2=Verified, 3=NotVerified. From Dim_Customer.EvMatchStatus. (Tier 2 - SP code, Dim_EvMatchStatus)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,159,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,EvMatchStatus,1,PartiallyVerified,MATCH,PartiallyVerified,DWH_dbo.Dim_EvMatchStatus,"Electronic verification match status. FK to Dim_EvMatchStatus.EvMatchStatusID. Values: 0=None, 1=PartiallyVerified, 2=Verified, 3=NotVerified. From Dim_Customer.EvMatchStatus. (Tier 2 - SP code, Dim_EvMatchStatus)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,159,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,EvMatchStatus,2,Verified,MATCH,Verified,DWH_dbo.Dim_EvMatchStatus,"Electronic verification match status. FK to Dim_EvMatchStatus.EvMatchStatusID. Values: 0=None, 1=PartiallyVerified, 2=Verified, 3=NotVerified. From Dim_Customer.EvMatchStatus. (Tier 2 - SP code, Dim_EvMatchStatus)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.alter.sql,159,pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,EvMatchStatus,3,NotVerified,MATCH,NotVerified,DWH_dbo.Dim_EvMatchStatus,"Electronic verification match status. FK to Dim_EvMatchStatus.EvMatchStatusID. Values: 0=None, 1=PartiallyVerified, 2=Verified, 3=NotVerified. From Dim_Customer.EvMatchStatus. (Tier 2 - SP code, Dim_EvMatchStatus)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.downstream.alter.sql,45,main.data_rooms.vw_cidfirstdates_not_masked,EvMatchStatus,0,None,MATCH,None,DWH_dbo.Dim_EvMatchStatus,"Electronic verification match status. FK to Dim_EvMatchStatus.EvMatchStatusID. Values: 0=None, 1=PartiallyVerified, 2=Verified, 3=NotVerified. From Dim_Customer.EvMatchStatus. (Tier 2 - SP code, Dim_EvMatchStatus)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.downstream.alter.sql,45,main.data_rooms.vw_cidfirstdates_not_masked,EvMatchStatus,1,PartiallyVerified,MATCH,PartiallyVerified,DWH_dbo.Dim_EvMatchStatus,"Electronic verification match status. FK to Dim_EvMatchStatus.EvMatchStatusID. Values: 0=None, 1=PartiallyVerified, 2=Verified, 3=NotVerified. From Dim_Customer.EvMatchStatus. (Tier 2 - SP code, Dim_EvMatchStatus)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.downstream.alter.sql,45,main.data_rooms.vw_cidfirstdates_not_masked,EvMatchStatus,2,Verified,MATCH,Verified,DWH_dbo.Dim_EvMatchStatus,"Electronic verification match status. FK to Dim_EvMatchStatus.EvMatchStatusID. Values: 0=None, 1=PartiallyVerified, 2=Verified, 3=NotVerified. From Dim_Customer.EvMatchStatus. (Tier 2 - SP code, Dim_EvMatchStatus)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.downstream.alter.sql,45,main.data_rooms.vw_cidfirstdates_not_masked,EvMatchStatus,3,NotVerified,MATCH,NotVerified,DWH_dbo.Dim_EvMatchStatus,"Electronic verification match status. FK to Dim_EvMatchStatus.EvMatchStatusID. Values: 0=None, 1=PartiallyVerified, 2=Verified, 3=NotVerified. From Dim_Customer.EvMatchStatus. (Tier 2 - SP code, Dim_EvMatchStatus)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.downstream.alter.sql,62,main.data_rooms.vw_cidfirstdates_not_masked,PhoneVerifiedDate,1,AutomaticallyVerified,UNRESOLVED_DICTIONARY,,,"Date customer's phone was verified. From History.BackOfficeCustomer where PhoneVerifiedID IN (1=AutomaticallyVerified, 2=ManuallyVerified). (Tier 2 - SP code, History.BackOfficeCustomer)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.downstream.alter.sql,62,main.data_rooms.vw_cidfirstdates_not_masked,PhoneVerifiedDate,2,ManuallyVerified,UNRESOLVED_DICTIONARY,,,"Date customer's phone was verified. From History.BackOfficeCustomer where PhoneVerifiedID IN (1=AutomaticallyVerified, 2=ManuallyVerified). (Tier 2 - SP code, History.BackOfficeCustomer)"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.downstream.alter.sql,115,main.data_rooms.vw_cidfirstdates_not_masked,Verified,0,Unverified,UNRESOLVED_DICTIONARY,,,"Customer verification level ID. Resolved via Dim_VerificationLevel. Values: 0=Unverified, 1=Level 1, 2=Level 2, 3=Fully Verified. NOT a boolean - do not treat as 0/1. (Tier 2 - SP code, Dim_VerificationLevel)"
