wiki_path,section_4_title,semantic_header,idx,column,source,semantic_cell,verdict,signal
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,21,ActualNWA,"Fact_SnapshotEquity, Fact_CustomerUnrealized_PnL","CASE WHEN NetEquity > BonusCredit THEN BonusCredit WHEN NetEquity < 0 THEN 0 ELSE NetEquity END. NetEquity = ISNULL(TotalPositionsAmount,0) + ISNULL(TotalCash,0) + ISNULL(TotalStockOrders,0) + ISNULL(PositionPnL,0)",HAS_TRANSFORMATION,case_when
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,22,Liabilities,"Fact_SnapshotEquity, Fact_CustomerUnrealized_PnL","ISNULL(InProcessCashouts,0) + CASE WHEN NetEquity - BonusCredit > 0 THEN NetEquity - BonusCredit WHEN NetEquity < 0 THEN NetEquity ELSE 0 END",HAS_TRANSFORMATION,case_when
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,23,WA_Liabilities,"Fact_SnapshotEquity, Fact_CustomerUnrealized_PnL","MIN(Liabilities_excl_cashouts, Credit) — credit-capped liabilities",HAS_TRANSFORMATION,agg
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,24,Liabilities_InUsedMargin,"Fact_SnapshotEquity, Fact_CustomerUnrealized_PnL","MAX(Liabilities_excl_cashouts - Credit, 0) — liabilities beyond credit",HAS_TRANSFORMATION,agg
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,25,StocksPositionPnL,Fact_CustomerUnrealized_PnL.StocksPositionPnL,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,26,TotalStockManualPosition,Fact_SnapshotEquity,TotalStockPositionAmount + TotalStockOrders - TotalMirrorStockPositionAmount,HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,27,ManualStockPositionPnL,Fact_CustomerUnrealized_PnL,StocksPositionPnL - MirrorStocksPositionPnL,HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,28,MirrorStocksPositionPnL,Fact_CustomerUnrealized_PnL.MirrorStocksPositionPnL,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,29,CryptoPositionPnL,Fact_CustomerUnrealized_PnL.CryptoPositionPnL,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,30,ManualCryptoPositionPnL,Fact_CustomerUnrealized_PnL.ManualCryptoPositionPnL,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,31,CopyCryptoPositionPnL,Fact_CustomerUnrealized_PnL.CopyCryptoPositionPnL,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,32,TotalCryptoPositionAmount,Fact_SnapshotEquity.TotalCryptoPositionAmount,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,33,TotalCryptoManualPosition,Fact_SnapshotEquity,TotalCryptoPositionAmount - TotalMirrorCryptoPositionAmount,HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,34,CopyFundAUM,Fact_SnapshotEquity.CopyFundAUM,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,35,CopyFundPnL,Fact_CustomerUnrealized_PnL.CopyFundPnL,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,36,NOP,Fact_CustomerUnrealized_PnL.NOP,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,37,Notional,Fact_CustomerUnrealized_PnL.Notional,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,38,NOP_Crypto,Fact_CustomerUnrealized_PnL.NOP_Crypto,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,39,Notional_Crypto,Fact_CustomerUnrealized_PnL.Notional_Crypto,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,40,NOP_CFD,Fact_CustomerUnrealized_PnL.NOP_CFD,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,41,Notional_CFD,Fact_CustomerUnrealized_PnL.Notional_CFD,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,42,NOP_Crypto_CFD,Fact_CustomerUnrealized_PnL.NOP_Crypto_CFD,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,43,Notional_Crypto_CFD,Fact_CustomerUnrealized_PnL.Notional_Crypto_CFD,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,44,PositionPnLStocksReal,Fact_CustomerUnrealized_PnL.PositionPnLStocksReal,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,45,PositionPnLCryptoReal,Fact_CustomerUnrealized_PnL.PositionPnLCryptoReal,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,46,TotalRealStocks,Fact_SnapshotEquity.TotalRealStocks,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,47,TotalRealCrypto,Fact_SnapshotEquity.TotalRealCrypto,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,48,LiabilitiesStockReal,"Fact_SnapshotEquity, Fact_CustomerUnrealized_PnL","ISNULL(PositionPnLStocksReal, 0) + ISNULL(TotalRealStocks, 0)",HAS_TRANSFORMATION,coalesce
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,49,LiabilitiesCryptoReal,"Fact_SnapshotEquity, Fact_CustomerUnrealized_PnL","ISNULL(PositionPnLCryptoReal, 0) + ISNULL(TotalRealCrypto, 0)",HAS_TRANSFORMATION,coalesce
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,50,CommissionByUnitsCrypto_TRS,Fact_CustomerUnrealized_PnL.CommissionByUnitsCrypto_TRS,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,51,CopyCryptoPositionPnL_TRS,Fact_CustomerUnrealized_PnL.CopyCryptoPositionPnL_TRS,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,52,CryptoPositionPnL_TRS,Fact_CustomerUnrealized_PnL.CryptoPositionPnL_TRS,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,53,FullCommissionByUnitsCrypto_TRS,Fact_CustomerUnrealized_PnL.FullCommissionByUnitsCrypto_TRS,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,54,ManualCryptoPositionPnL_TRS,Fact_CustomerUnrealized_PnL.ManualCryptoPositionPnL_TRS,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,55,NOP_Crypto_TRS,Fact_CustomerUnrealized_PnL.NOP_Crypto_TRS,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,56,Notional_Crypto_TRS,Fact_CustomerUnrealized_PnL.Notional_Crypto_TRS,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,57,Total_TRSCrypto,Fact_SnapshotEquity.Total_TRSCrypto,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,58,TotalCryptoPositionAmount_TRS,Fact_SnapshotEquity.TotalCryptoPositionAmount_TRS,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,59,TotalCryptoManualPosition_TRS,Fact_SnapshotEquity,TotalCryptoPositionAmount_TRS - TotalMirrorCryptoPositionAmount_TRS,HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,60,LiabilitiesCrypto_TRS,"Fact_SnapshotEquity, Fact_CustomerUnrealized_PnL","ISNULL(CryptoPositionPnL_TRS, 0) + ISNULL(Total_TRSCrypto, 0)",HAS_TRANSFORMATION,coalesce
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,61,MirrorRealFuturesPositionPnL,Fact_CustomerUnrealized_PnL.MirrorRealFuturesPositionPnL,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,62,ManualRealFuturesPositionPnL,Fact_CustomerUnrealized_PnL.ManualRealFuturesPositionPnL,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,63,NOP_FuturesReal,Fact_CustomerUnrealized_PnL.NOP_FuturesReal,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,64,Notional_FuturesReal,Fact_CustomerUnrealized_PnL.Notional_FuturesReal,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,65,PositionPnLFuturesReal,Fact_CustomerUnrealized_PnL.PositionPnLFuturesReal,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,66,FullCommissionByUnitsFuturesReal,Fact_CustomerUnrealized_PnL.FullCommissionByUnitsFuturesReal,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,67,CommissionByUnitsFuturesReal,Fact_CustomerUnrealized_PnL.CommissionByUnitsFuturesReal,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,68,TotalMirrorRealFuturesPositionAmount,Fact_SnapshotEquity.TotalMirrorRealFuturesPositionAmount,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,69,TotalRealFutures,Fact_SnapshotEquity.TotalRealFutures,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,70,TotalFuturesProviderMargin,Fact_SnapshotEquity.TotalFuturesProviderMargin,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,71,LiabilitiesFuturesReal,"Fact_SnapshotEquity, Fact_CustomerUnrealized_PnL","ISNULL(PositionPnLFuturesReal, 0) + ISNULL(TotalRealFutures, 0)",HAS_TRANSFORMATION,coalesce
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,72,NOP_StocksMargin,Fact_CustomerUnrealized_PnL.NOP_StocksMargin,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,73,PositionPnLStocksMargin,Fact_CustomerUnrealized_PnL.PositionPnLStocksMargin,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,74,TotalStocksMargin,Fact_SnapshotEquity.TotalStocksMargin,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Output Columns,Transformation,75,TotalStockMarginLoanValue,Fact_SnapshotEquity.TotalStockMarginLoanValue,Direct,TRIVIAL,
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,1,CID,Fact_SnapshotEquity.CID,Customer ID. Grouping key for all equity aggregations. FK to Dim_Customer (CID = RealCID). HASH distribution key and part of PK. (Tier 2 — via Fact_SnapshotEquity),HAS_SEMANTIC,prose
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,2,DateRangeID,Fact_SnapshotEquity.DateRangeID,"Encoded date range as 12-digit bigint (YYYYMMDDYYYY). FromDate in first 8 digits, ToDate suffix in last 4 digits. New rows get @date+1231; updated rows get end-date set to @daybefore. Decoded via Dim_Range. Part of PK. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,3,TotalPositionsAmount,Fact_SnapshotEquity.TotalPositionsAmount,"Sum of all open position amounts (NewAmount) for this CID on this date. Includes all asset classes: CFD, stocks, crypto, futures, margin. Source: open positions (Trade.OpenPositionEndOfDay) + same-day closed positions (History.ClosePositionEndOfDay) minus History.Credit CreditTypeID=13 adjustments. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,4,TotalCash,Fact_SnapshotEquity.TotalCash,Customer's total cash balance for the day. Computed as: previous day's TotalCash (from last row in current year) + sum of TotalCashChange from History.ActiveCredit for @dt. This running-balance approach was introduced 2020-06-07 replacing the direct History.Credit.TotalCash read. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,5,InProcessCashouts,Fact_SnapshotEquity.InProcessCashouts,"Sum of pending withdrawal amounts for this CID that have not yet been finalized (statuses other than 3=Processed, 4=Cancelled, 5,6). Includes partially processed amounts for split-payment withdrawals plus associated fees. Computed by SP_Fact_SnapshotEquity_InProcessCashouts from Billing.Withdraw, History.WithdrawAction, and History.WithdrawToFundingAction. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,6,TotalMirrorPositionsAmount,Fact_SnapshotEquity.TotalMirrorPositionsAmount,"Sum of position amounts where MirrorID > 0 AND ParentPositionID != 0 (copy-trading positions only, excluding the parent/guru's own positions). Represents the CID's total investment in copy relationships. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,7,TotalMirrorCash,Fact_SnapshotEquity.TotalMirrorCash,Cash available for copy-trading. Formula: TotalCash - Credit. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,8,TotalStockOrders,Fact_SnapshotEquity.TotalStockOrders,"Legacy column, hardcoded to 0. Removed 2019-03-03 (Boris Slutski) — no data in PROD since 2015. Kept for schema compatibility. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,9,TotalMirrorStockOrders,Fact_SnapshotEquity.TotalMirrorStockOrders,"Legacy column, hardcoded to 0. Removed 2019-03-03 alongside TotalStockOrders. Kept for schema compatibility. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,10,RealizedEquity,Fact_SnapshotEquity.RealizedEquity,"Customer's **settled (realized) equity** — the realized portion of customer balance. **Excludes unrealized PnL on open positions** (the unrealized component is `Fact_CustomerUnrealized_PnL.PositionPnL`). Computed as `History.ActiveCredit.RealizedEquity` if non-zero, otherwise `TotalCash + TotalPositionsAmount + InProcessCashouts` (cash + invested principal in open positions + pending cashouts). Together with PositionPnL it sums to the customer's full `Balance` per V_Liabilities: `Balance = RealizedEquity + PositionPnL`. NOTE: the Confluence definition of **Unrealized Equity** (""the total funds in the account, including profit/loss from open positions … the Portfolio value figure represented on the platform is Unrealized equity"") describes `Balance` (= RealizedEquity + PositionPnL), **not RealizedEquity itself** — do not confuse the two. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,11,Credit,Fact_SnapshotEquity.Credit,"Outstanding credit/bonus balance from History.ActiveCredit. Last credit event per CID per day (selected via ROW_NUMBER partition by CID, ordered by Occurred DESC, CreditID DESC). Negative values represent outstanding obligations. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,12,AUM,Fact_SnapshotEquity.AUM,"Assets Under Management. Formula: TotalMirrorPositionAmount + TotalCash - Credit. For MERGE INSERT: computed as TotalMirrorPositionsAmount + TotalMirrorCash. Confluence: ""AUC (or AUM) on PI Dashboard: Total Unrealized Copy Amount of the Copiers."". (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,13,BonusCredit,Fact_SnapshotEquity.BonusCredit,"Bonus credit balance from History.ActiveCredit.BonusCredit. Confluence: ""History.Credit.CreditTypeID = 5, 7 → BackOffice.BonusType.BonusTypeID → History.Credit.BonusTypeID"". ISNULL to 0 in ETL. (Tier 2 — via Fact_SnapshotEquity)",HAS_SEMANTIC,prose
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,14,CreditID,Fact_SnapshotEquity.CreditID,"Last CreditID for this CID on this date from History.ActiveCredit. Selected as the most recent credit event via ROW_NUMBER(PARTITION BY CID, DateID ORDER BY Occurred DESC, CreditID DESC). Used for auditing which credit record drives the snapshot. (Tier 2 — via Fact_SnapshotEquity)",HAS_SEMANTIC,prose
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,15,UpdateDate,Fact_SnapshotEquity.UpdateDate,ETL load timestamp (GETDATE() at MERGE/INSERT time). Used for detecting recent updates in the year-end carryover and IsSettled change handling. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,16,TotalStockPositionAmount,Fact_SnapshotEquity.TotalStockPositionAmount,"Sum of position amounts where InstrumentTypeID IN (5,6) AND instrument is NOT a future. Represents CFD and real stock positions (excluding futures that also have InstrumentTypeID 5/6). Added with mutual exclusivity fix (Guy M, 2025-07-29). (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,17,TotalMirrorStockPositionAmount,Fact_SnapshotEquity.TotalMirrorStockPositionAmount,Mirror (copy-trading) subset of TotalStockPositionAmount. Adds MirrorID > 0 AND ParentPositionID != 0. Same mutual exclusivity fix with futures. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,18,TotalCryptoPositionAmount,Fact_SnapshotEquity.TotalCryptoPositionAmount,"Sum of position amounts where InstrumentTypeID = 10 AND instrument is NOT a future. Represents CFD and real crypto positions. Confluence: ""TotalCryptoPositionAmount + TotalStockPositionAmount = TotalPositionsAmount"" (approximately, excluding other types). (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,19,TotalMirrorCryptoPositionAmount,Fact_SnapshotEquity.TotalMirrorCryptoPositionAmount,Mirror (copy-trading) subset of TotalCryptoPositionAmount. Same conditions plus MirrorID > 0 AND ParentPositionID != 0. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,20,TotalRealStocks,Fact_SnapshotEquity.TotalRealStocks,"Sum of position amounts where IsSettled = 1 AND InstrumentTypeID IN (5,6) AND instrument is NOT a future. ""Real"" means the customer owns the underlying asset (settled/delivered). Updated via IsSettled change tracking from History.PositionChangeLog. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,21,TotalRealCrypto,Fact_SnapshotEquity.TotalRealCrypto,Sum of position amounts where IsSettled = 1 AND InstrumentTypeID = 10 AND instrument is NOT a future. Real crypto ownership (settled positions). Updated via IsSettled change tracking. (Tier 2 — via Fact_SnapshotEquity),HAS_SEMANTIC,prose
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,22,TotalRealCryptoLoan,Fact_SnapshotEquity.TotalRealCryptoLoan,Sum of InitialAmount where IsSettled = 1 AND InstrumentTypeID = 10 AND NOT future AND Leverage = 2. Represents the initial investment in leveraged real crypto positions (the loan portion). Changed from Amount to InitialAmount on 2020-03-25. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,23,TotalCashCalculation,Fact_SnapshotEquity.TotalCashCalculation,Parallel computation of TotalCash (same formula: TotalCashPreviousDate + TotalCashChangeAll). Exists as a validation/audit column to cross-check TotalCash. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,24,TotalCryptoPositionAmount_TRS,Fact_SnapshotEquity.TotalCryptoPositionAmount_TRS,Sum of crypto position amounts where SettlementTypeID = 2 (TRS — Total Return Swap) AND instrument is NOT a future. Added 2022-01-27 (Inbal BML). TRS positions have different regulatory treatment than settled positions. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,25,TotalMirrorCryptoPositionAmount_TRS,Fact_SnapshotEquity.TotalMirrorCryptoPositionAmount_TRS,Mirror (copy-trading) subset of TotalCryptoPositionAmount_TRS. TRS crypto positions in copy relationships. Added 2022-01-27. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
