dwh_wiki,dwh_object,line_no,column_index,column_name,tier_claim_raw,current_desc,source_wiki,source_column,source_tier,source_desc,match_method,layer,verdict,severity,judge_reason,proposed_fix,notes
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingDepot.md,Dim_BillingDepot,107,3,PaymentTypeID,"upstream wiki, Billing.Depot","Direction of payment flow. 1=Deposit, 2=Cashout, 3=Refund. References Dictionary.PaymentType",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Billing/Tables/Billing.Depot.md,PaymentTypeID,OLTP-truth,Deposit/Cashout/Refund direction,exact (case-insensitive),L2-semantic,PASS,,"Both describe the payment direction (Deposit/Cashout/Refund); the downstream version simply adds the enum values and FK reference, which is additive detail, not a meaning change.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingDepot.md,Dim_BillingDepot,108,4,ProtocolID,"upstream wiki, Billing.Depot","Payment processing protocol/gateway. References Dictionary.Protocol. Identifies the specific API or connection (e.g., Protocol 7=Neteller, Protocol 6=Wire, Protocol 8=MoneyBookers)",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Billing/Tables/Billing.Depot.md,ProtocolID,OLTP-truth,Payment processing protocol,exact (case-insensitive),L2-semantic,PASS,,The downstream description adds helpful examples and a dictionary reference but the core meaning — payment processing protocol — matches the source exactly.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingDepot.md,Dim_BillingDepot,109,5,Name,"upstream wiki, Billing.Depot","Human-readable depot name (e.g., 'MoneyBookers USD', 'Neteller', 'Wire'). Unique across all depots. Used in admin dashboards, routing logs, and discrepancy reports",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Billing/Tables/Billing.Depot.md,Name,OLTP-truth,"Human-readable depot name (e.g., 'MoneyBookers USD', 'Neteller', 'Wire'). UNIQUE (BDPT_NAME index). Used in admin dashboards, routing logs, and discrepancy reports",exact (case-insensitive),L2-semantic,PASS,,"Both descriptions convey the same meaning: a unique human-readable depot name used in admin dashboards, routing logs, and discrepancy reports.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingDepot.md,Dim_BillingDepot,110,6,IsActive,"upstream wiki, Billing.Depot",Whether this depot currently accepts transactions. 1=Active (eligible for routing); 0 or NULL=Inactive (excluded from routing). 114 of 163 rows are active,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Billing/Tables/Billing.Depot.md,IsActive,OLTP-truth,Whether this depot is currently accepting transactions. 1=Active (eligible for routing); 0 or NULL=Inactive (excluded from routing). 114 of 163 rows are active. Queried as `IsActive = 1` in routing logic,exact (case-insensitive),L2-semantic,PASS,,Both descriptions convey the same business meaning; the downstream version merely omits the implementation detail about how the column is queried.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingProtocolMIDSettingsID.md,Dim_BillingProtocolMIDSettingsID,147,1,ProtocolMIDSettingsID,"upstream wiki, Billing.ProtocolMIDSettings",Surrogate primary key. Renamed from `ID` in the production Billing.ProtocolMIDSettings table. Referenced by fact deposit and withdrawal tables to record which routing configuration was used per transaction,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Billing/Tables/Billing.ProtocolMIDSettings.md,,,,,L0-unresolved,FAIL,LOW,source wiki found but no matching column row,,Billing.ProtocolMIDSettings.md: no column matching 'ProtocolMIDSettingsID' (checked 10 rows)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingProtocolMIDSettingsID.md,Dim_BillingProtocolMIDSettingsID,148,2,ParameterID,"upstream wiki, Billing.ProtocolMIDSettings","Protocol parameter type. Part of logical routing key. References Billing.Parameter which defines the parameter name/type (e.g., MID, SecretKey, ApiKey). Together with DepotID, DepotModeID, RegulationID, CurrencyID forms the unique routing key",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Billing/Tables/Billing.ProtocolMIDSettings.md,**ParameterID**,OLTP-truth,"[CODE-BACKED] Protocol parameter type. Part of logical PK. References Billing.Parameter which defines the parameter name/type (e.g., ""MID"", ""SecretKey"", etc.)",normalised (alphanumeric only),L2-semantic,PASS,,Both describe ParameterID as a protocol parameter type referencing Billing.Parameter and part of the logical primary/routing key; the downstream version simply expands which columns form the composite key.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingProtocolMIDSettingsID.md,Dim_BillingProtocolMIDSettingsID,149,3,DepotID,"upstream wiki, Billing.ProtocolMIDSettings",Payment gateway/depot. Part of logical routing key. References Billing.Depot (DWH: Dim_BillingDepot.DepotID). Identifies the payment processor this MID configuration belongs to,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Billing/Tables/Billing.ProtocolMIDSettings.md,**DepotID**,OLTP-truth,[CODE-BACKED] Payment gateway/depot. Part of logical PK. Identifies the payment processor this MID belongs to,normalised (alphanumeric only),L2-semantic,PASS,,Both describe DepotID as the payment gateway/depot identifying the payment processor; 'logical PK' vs 'logical routing key' and added DWH reference are minor wording/enrichment differences that preserve the same business meaning.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingProtocolMIDSettingsID.md,Dim_BillingProtocolMIDSettingsID,150,4,DepotModeID,"upstream wiki, Billing.ProtocolMIDSettings","Trading mode. Part of logical routing key. 0=General (applies to both), 1=Live, 2=Demo. Separates Live and Demo payment processing environments. ~60% Demo, ~37% Live",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Billing/Tables/Billing.ProtocolMIDSettings.md,**DepotModeID**,OLTP-truth,"[CODE-BACKED] Trading mode. Part of logical PK. 0=General, 1=Live, 2=Demo. Separates Live and Demo processing environments. 60% Demo, 37% Live",normalised (alphanumeric only),L2-semantic,PASS,,"Both descriptions convey the same business meaning: a trading mode identifier (0=General, 1=Live, 2=Demo) that separates processing environments, with matching value distributions.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingProtocolMIDSettingsID.md,Dim_BillingProtocolMIDSettingsID,151,5,Value,"upstream wiki, Billing.ProtocolMIDSettings","The protocol identifier string (MID, merchant ID, API key, etc.) passed to the payment processor for routing. SENSITIVE -- contains payment gateway credentials. Examples: merchant ID numbers, API endpoint identifiers",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Billing/Tables/Billing.ProtocolMIDSettings.md,**Value**,OLTP-truth,"[CODE-BACKED] The protocol identifier string (MID, merchant ID, API key, etc.). This is the actual routing value passed to the payment processor. Examples: ""18989693"", ""18986763""",normalised (alphanumeric only),L2-semantic,FAIL,LOW,"The downstream description adds an unsupported claim that the field contains 'payment gateway credentials' and 'API endpoint identifiers', whereas the source describes it as a routing identifier (MID/merchant ID/API key string), not a credential or endpoint.","The protocol identifier string (MID, merchant ID, API key, etc.). This is the actual routing value passed to the payment processor. Examples: ""18989693"", ""18986763"" (Tier 1 - Billing.ProtocolMIDSettings.md)",
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingProtocolMIDSettingsID.md,Dim_BillingProtocolMIDSettingsID,152,6,RegulationID,"upstream wiki, Billing.ProtocolMIDSettings","Regulatory entity. Part of logical routing key. Segments MIDs by legal jurisdiction: 0=None, 1=CySEC (EU), 2=FCA (UK), plus additional ASIC/other values. Ensures transactions route through the correct legal entity's acquiring relationship",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Billing/Tables/Billing.ProtocolMIDSettings.md,**RegulationID**,OLTP-truth,"[CODE-BACKED] Regulatory entity. Part of logical PK. Segments MIDs by legal jurisdiction (CySEC=1, FCA=2, etc.). Ensures transactions route through the correct legal entity's acquiring relationship",normalised (alphanumeric only),L2-semantic,PASS,,"Both describe the same regulatory jurisdiction segmentation key for MID routing; the downstream version simply enumerates additional known enum values (0=None, ASIC) which is additive detail, not a meaning change.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingProtocolMIDSettingsID.md,Dim_BillingProtocolMIDSettingsID,153,7,CurrencyID,"upstream wiki, Billing.ProtocolMIDSettings",Currency restriction. Part of logical routing key. 0=any currency (most rows). Non-zero values restrict this MID entry to a specific transaction currency,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Billing/Tables/Billing.ProtocolMIDSettings.md,**CurrencyID**,OLTP-truth,[CODE-BACKED] Currency restriction. Part of logical PK. 0=any currency. Most rows are 0. Non-zero restricts this MID to a specific currency,normalised (alphanumeric only),L2-semantic,PASS,,"Both descriptions convey the same meaning: CurrencyID is a currency restriction field, part of the logical key, where 0 means any currency and non-zero restricts to a specific currency.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingProtocolMIDSettingsID.md,Dim_BillingProtocolMIDSettingsID,155,9,SubTypeID,"upstream wiki, Billing.ProtocolMIDSettings","Sub-routing type. 0=default routing (~94% of rows); 3=alternate sub-routing for specific processor subsets (~6% of rows). Allows multiple routing paths within the same (depot, mode, regulation, currency)",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Billing/Tables/Billing.ProtocolMIDSettings.md,**SubTypeID**,OLTP-truth,"[CODE-BACKED] Sub-routing type. 0=default (93.5%), 3=alternate (6.5%). Allows multiple routing paths within the same (depot, mode, regulation, currency)",normalised (alphanumeric only),L2-semantic,PASS,,"Both descriptions convey the same business meaning: a sub-routing type with values 0 (default, ~94%) and 3 (alternate, ~6%) enabling multiple routing paths within the same key combination.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingProtocolMIDSettingsID.md,Dim_BillingProtocolMIDSettingsID,156,10,MerchantAccountID,"upstream wiki, Billing.ProtocolMIDSettings","Optional link to a specific merchant account configuration in Billing.MerchantAccountValues. When set (~25% of rows), enables finer-grained routing to a specific acquiring account within a depot. NULL when not applicable",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Billing/Tables/Billing.ProtocolMIDSettings.md,**MerchantAccountID**,OLTP-truth,[CODE-BACKED] Optional link to a specific merchant account configuration. 377 rows (25.6%) have this set for finer-grained routing,normalised (alphanumeric only),L2-semantic,PASS,,"Both describe an optional link to a merchant account configuration for finer-grained routing, with consistent ~25% population; the downstream version adds the target table name which is additive detail, not a meaning change.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BonusType.md,Dim_BonusType,123,1,BonusTypeID,"upstream wiki, BackOffice.BonusType","Primary key identifying the bonus category. 0=N/A (DWH placeholder), 1=First Registration Bonus, 2=Sales First Deposit Bonus, 3=Custom, ... 71=Credit Line. 66 rows, IDs 0-71 with gaps 60-65. Smallint in DWH vs int IDENTITY in production",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.BonusType.md,BonusTypeID,OLTP-truth,Auto-generated unique identifier for each bonus type. PK referenced by BackOffice.Bonus (BonusTypeID FK) and BackOffice.CampaignToBonusType. Also used as ParentID for child types in the hierarchy,exact (case-insensitive),L2-semantic,PASS,,Both describe BonusTypeID as the primary key identifying bonus types; the downstream description adds DWH-specific enumeration detail and datatype difference but the business meaning is the same.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BonusType.md,Dim_BonusType,124,2,Name,"upstream wiki, BackOffice.BonusType","Internal BackOffice name for the bonus type. Used by BackOffice staff for reporting and operational routing. This is NOT the customer-facing label -- production also has a DisplayName column (excluded from DWH). Note: some names contain typos from production (e.g., ""Cashout Fee Reimbursment"" - misspelling of ""Reimbursement"")",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.BonusType.md,Name,OLTP-truth,"Internal name used by BackOffice staff for identification, reporting, and operational routing. Shown in the BackOffice UI dropdowns. NOT the customer-visible name - see DisplayName. Examples: ""Dormant Fee"", ""Hedge Abuser"", ""Request for Documents"", ""Cashout Fee Reimbursment"" (note: typo in production data). Has BBNT_NAME index",exact (case-insensitive),L2-semantic,PASS,,"Both descriptions convey the same meaning: an internal BackOffice name (not customer-facing) used for reporting and routing, with a note about production typos.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BonusType.md,Dim_BonusType,125,3,IsWithdrawable,"upstream wiki, BackOffice.BonusType",Whether the bonus amount can be withdrawn by the customer. False (0) for ALL 66 rows in the DWH -- this field is either a planned feature not yet activated or withdrawability is controlled elsewhere in the bonus lifecycle,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.BonusType.md,IsWithdrawable,OLTP-truth,Whether the bonus amount can be withdrawn by the customer. Currently 0 (false) for ALL 70 active bonus types - this field is either a planned feature or bonus withdrawability is controlled elsewhere in the bonus lifecycle,exact (case-insensitive),L2-semantic,PASS,,"Both describe the same boolean flag for bonus withdrawability, noting it is effectively unused; the row-count difference (70 vs 66) is a snapshot detail, not a meaning difference.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BonusType.md,Dim_BonusType,126,4,IsActive,"upstream wiki, BackOffice.BonusType","Whether this bonus type is still in active use. False for IDs 0 (N/A placeholder), 17 (Refill-Negative Balance), and 23 (Championship Winner Demo). True for all other 63 types",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.BonusType.md,IsActive,OLTP-truth,"Whether this bonus type is still in active use. 0=deprecated (should not be assigned to new bonuses). Active=0 types: 17=Refill-Negative Balance, 23=Championship Winner Demo. All other 68 types are IsActive=1",exact (case-insensitive),L2-semantic,FAIL,LOW,"Downstream adds ID 0 as inactive and counts 63 active types instead of 68, contradicting the source which only lists IDs 17 and 23 as inactive with 68 active types.","Whether this bonus type is still in active use. 0=deprecated (should not be assigned to new bonuses). Active=0 types: 17=Refill-Negative Balance, 23=Championship Winner Demo. All other 68 types are IsActive=1 (Tier 1 - BackOffice.BonusType)",
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Campaign.md,Dim_Campaign,92,1,CampaignID,"upstream wiki, BackOffice.Campaign",Primary key. Auto-incrementing campaign identifier in production. PK NOT ENFORCED in DWH. Currently only ID=0 (N/A placeholder) exists,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Campaign.md,CampaignID,OLTP-truth,"Auto-incrementing campaign identifier. Clustered PK. NOT FOR REPLICATION. Referenced by BackOffice.CampaignToBonusType, Customer.Customer.CampaignID, and History.Credit",exact (case-insensitive),L2-semantic,PASS,,"Both describe CampaignID as an auto-incrementing primary key campaign identifier; the downstream note about DWH enforcement and current data population is additive operational detail, not a meaning change.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Campaign.md,Dim_Campaign,93,2,CampaignGroupID,"upstream wiki, BackOffice.Campaign",Campaign group for organization/reporting. FK to BackOffice.CampaignGroup in production. NULL for 30.5% of production campaigns (ungrouped),knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Campaign.md,CampaignGroupID,OLTP-truth,Campaign grouping for organization/reporting,exact (case-insensitive),L2-semantic,PASS,,Both describe a campaign grouping identifier for organization/reporting; the downstream version adds FK detail and NULL-rate context but the business meaning is identical.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Campaign.md,Dim_Campaign,94,3,Code,"upstream wiki, BackOffice.Campaign","Unique public-facing campaign code (e.g., ""20coupon"", ""freecopyref""). The identifier customers enter at registration. UNIQUE in production. Currently only 'N/A' (ID=0 placeholder)",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Campaign.md,Code,OLTP-truth,"Unique public-facing campaign code. UNIQUE index. The identifier customers enter at registration (e.g., ""20coupon"", ""freecopyref""). Auto-generated if not supplied to CampaignAdd: 6-char random string. CampaignBunchAdd generates longer codes with optional prefix. Case-sensitivity depends on server collation",exact (case-insensitive),L2-semantic,FAIL,LOW,"The downstream description adds a claim that the column currently contains only 'N/A' (ID=0 placeholder), which is an unverified data-quality assertion not present in the source and could mislead analysts into thinking the column is unpopulated.","Unique public-facing campaign code (e.g., ""20coupon"", ""freecopyref""). The identifier customers enter at registration. UNIQUE index. Auto-generated 6-char random string if not supplied. (Tier 1 - BackOffice.Campaign)",
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Campaign.md,Dim_Campaign,95,4,MaxNumberOfUsers,"upstream wiki, BackOffice.Campaign","Maximum number of customers who can use this campaign. Range in production: 0 to 100,000,000. 0 in placeholder row",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Campaign.md,MaxNumberOfUsers,OLTP-truth,"Maximum number of customers who can use this campaign. When ParticipatedUsers reaches this cap, the campaign is full. Range: 0 (unlimited/test) to 100,000,000",exact (case-insensitive),L2-semantic,PASS,,Both describe the same cap on campaign participants with the same range; the downstream simplifies '0 (unlimited/test)' to '0 in placeholder row' but the business meaning is equivalent.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Campaign.md,Dim_Campaign,96,5,StartDate,"upstream wiki, BackOffice.Campaign",Campaign activation datetime (UTC). '1900-01-01' in placeholder row,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Campaign.md,StartDate,OLTP-truth,Campaign activation datetime (UTC per CampaignEditActiveTime). Campaigns with StartDate < NOW at creation time are immediately activated (IsActive=1). SQL Agent job StartJobID automates activation for future-dated campaigns,exact (case-insensitive),L2-semantic,PASS,,Both describe the campaign activation datetime in UTC; the downstream note about a placeholder row is an additive implementation detail that does not change the column's business meaning.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Campaign.md,Dim_Campaign,97,6,EndDate,"upstream wiki, BackOffice.Campaign",Campaign expiry datetime (UTC). Must be after StartDate. IsActive is NOT auto-set to 0 when EndDate passes in production. '1900-01-01' in placeholder row,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Campaign.md,EndDate,OLTP-truth,"Campaign expiry datetime (UTC). Must be at least 60 minutes after StartDate and at least 60 minutes from now at creation/edit time. SQL Agent job EndJobID automates deactivation. Note: IsActive is NOT automatically set to 0 when EndDate passes - many ""active"" campaigns have past EndDates",exact (case-insensitive),L2-semantic,PASS,,"Both describe the campaign expiry datetime in UTC with the same key caveat that IsActive is not auto-set to 0 when EndDate passes; the downstream omits the 60-minute minimum gap detail but this is an implementation constraint, not a different business meaning.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Campaign.md,Dim_Campaign,98,7,MaxBonusAmount,"upstream wiki, BackOffice.Campaign","Maximum total bonus pool in dollars. Range in production: $0 to $15,000,000. 0 in placeholder row",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Campaign.md,MaxBonusAmount,OLTP-truth,"Maximum total bonus pool for this campaign in dollars (stored as money type). **IMPORTANT**: CampaignAdd/CampaignBunchAdd/CampaignEdit receive the value in cents (integer) and store as CAST(@val AS MONEY)/100. So caller passes 1500000000 to store $15,000,000.00",exact (case-insensitive),L2-semantic,PASS,,Both describe the maximum total bonus pool in dollars; the downstream adds observed range and placeholder detail but the business meaning is identical.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Campaign.md,Dim_Campaign,99,8,IsActive,"upstream wiki, BackOffice.Campaign","Whether campaign is active. 1=active, 0=inactive. False in placeholder row",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Campaign.md,IsActive,OLTP-truth,"Whether the campaign is currently active and accepting new users. 1=active, 0=inactive. Auto-set at creation based on whether StartDate < NOW. Updated by CampaignEditActiveTime when dates change. NOT automatically updated when EndDate passes",exact (case-insensitive),L2-semantic,PASS,,"Both describe a boolean flag indicating whether the campaign is active (1=active, 0=inactive); the downstream addition of placeholder-row behavior and omission of update mechanics do not change the business meaning.",,
