wiki_path,idx,column,source,old_cell,new_cell,status,hops,terminal_object,exhausted_reason
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Conversion_Rates.md,5,Name,Dim_Instrument.Name,Direct,"Display name computed by Trade.GetInstrument as BuyCurrency Abbreviation + '/' + SellCurrency Abbreviation (e.g., EUR/USD for forex, AAPL/USD for stocks). Not a company name; see InstrumentDisplayName for human-readable labels. (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Conversion_Rates.md,6,InstrumentDisplayName,Dim_Instrument.InstrumentDisplayName,Direct,"Human-readable name shown in UI (e.g., ""Apple"", ""EUR/USD""). Used in position displays, order forms, and APIs. (Tier 1 — Trade.InstrumentMetaData) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,1,DateID,Dim_Instrument_Snapshot.DateID,Direct,"Snapshot date in yyyymmdd integer format -- represents ""yesterday"" relative to the ETL run date. The daily snapshot for business date 20260310 is loaded by the ETL run on 2026-03-11. FK to DWH_dbo.Dim_Date (DateID). Part of the natural composite key (DateID + InstrumentID). (Tier 2 -SP_Dim_Instrument_Snapshot) (via Dim_Instrument_Snapshot)",FOUND,2,Dim_Instrument_Snapshot,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,2,InstrumentID,etig.InstrumentID,Direct,"Passthrough — no upstream semantic (chain: Function_Instrument_Snapshot_Enriched.InstrumentID, unresolved_object)",EXHAUSTED,1,,unresolved_object
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,3,InstrumentTypeID,isn.InstrumentTypeID,Direct,"From IMD (InstrumentMetaData). Asset class: 1=Currencies, 2=Commodities, 3=CFD, 4=Indices, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Crypto. FK to Dictionary.CurrencyType. (Tier 1 — Trade.GetInstrument) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,4,InstrumentType,isn.InstrumentType,Direct,"ETL-computed asset class label. CASE on InstrumentTypeID: 1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies, else Other. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,5,Name,isn.Name,Direct,"Display name computed by Trade.GetInstrument as BuyCurrency Abbreviation + '/' + SellCurrency Abbreviation (e.g., EUR/USD for forex, AAPL/USD for stocks). Not a company name; see InstrumentDisplayName for human-readable labels. (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,6,IsFuture,isn.IsFuture,Direct,"1=futures contract (instrument in Trade.InstrumentGroups WHERE GroupID=25), 0=not futures. 243 flagged as futures. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,9,DWHInstrumentID,isn.DWHInstrumentID,Direct,Alias of InstrumentID (InstrumentID AS DWHInstrumentID). Always equals InstrumentID. (Tier 1 — Trade.GetInstrument) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,10,StatusID,isn.StatusID,Direct,Hardcoded to 1 for all data rows; NULL for sentinel row (InstrumentID=0). (Tier 2 — SP_Dim_Instrument) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,11,BuyCurrencyID,isn.BuyCurrencyID,Direct,Buy-side currency abbreviation. For forex: base currency code; for stocks: the asset code (BuyCurrencyID=InstrumentID). Inherited from Trade.Instrument (Tier 1 - Trade.GetInstrument) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,12,SellCurrencyID,isn.SellCurrencyID,Direct,FK to Dictionary.Currency. Sell-side (denomination) currency. For forex: quote currency; for stocks: trading currency. Inherited from Trade.Instrument. (Tier 1 — Trade.GetInstrument) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,13,BuyCurrency,isn.BuyCurrency,Direct,"Trading symbol / ticker for the buy-side currency. ""USD"", ""EUR"", ""AAPL.US"". UNIQUE constraint in production. The primary identifier used in UIs and APIs. Passthrough from Dictionary.Currency.Abbreviation via buy-side join. (Tier 1 — Dictionary.Currency) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,14,SellCurrency,isn.SellCurrency,Direct,"Trading symbol / ticker for the sell-side currency. ""USD"", ""EUR"", ""GBX"". UNIQUE constraint in production. Passthrough from Dictionary.Currency.Abbreviation via sell-side join. (Tier 1 — Dictionary.Currency) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,15,TradeRange,isn.TradeRange,Direct,Allowed trade range (pip distance) for pending orders. From Trade.Instrument. (Tier 1 — Trade.GetInstrument) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,16,DollarRatio,isn.DollarRatio,Direct,Price scaling factor. Most=1; JPY pairs=100. From Trade.Instrument. (Tier 1 — Trade.GetInstrument) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,17,PipDifferenceThreshold,isn.PipDifferenceThreshold,Direct,Max pip difference for price validation. From Trade.Instrument. (Tier 1 — Trade.GetInstrument) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,18,IsMajorID,isn.IsMajorID,Direct,1=major instrument (spread/margin treatment); 0=minor. From Trade.Instrument. Stored as int (original production type is bit). (Tier 1 — Trade.GetInstrument) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,19,IsMajor,isn.IsMajor,Direct,"ETL-computed label from IsMajorID: 'Yes' when IsMajor=1, 'No' otherwise. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,20,UpdateDate,isn.UpdateDate,Direct,ETL housekeeping timestamp. Set to GETDATE() at each SP_Dim_Instrument run. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,21,InsertDate,isn.InsertDate,Direct,ETL housekeeping timestamp. Set to GETDATE() at each SP_Dim_Instrument run. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,22,InstrumentDisplayName,isn.InstrumentDisplayName,Direct,"Human-readable name shown in UI (e.g., ""Apple"", ""EUR/USD""). Used in position displays, order forms, and APIs. (Tier 1 — Trade.InstrumentMetaData) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,23,Industry,isn.Industry,Direct,"Industry sector label from IMD (e.g., Technology, Consumer Goods). NULL for forex/crypto. From Trade.InstrumentMetaData. (Tier 1 — Trade.InstrumentMetaData) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,24,CompanyInfo,isn.CompanyInfo,Direct,Extended company/instrument description. Nullable. (Tier 1 — Trade.InstrumentMetaData) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,25,Exchange,isn.Exchange,Direct,"Exchange name string (e.g., ""NASDAQ""). Populated from Price.Exchange via ExchangeID. May be denormalized. (Tier 1 — Trade.InstrumentMetaData) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,26,ISINCode,isn.ISINCode,Direct,"International Securities Identification Number. Required for stocks (e.g., ""US0378331005"" for Apple). NULL for forex, commodities, indices, most crypto. Used for compliance and dividend matching. (Tier 1 — Trade.InstrumentMetaData) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,27,ISINCountryCode,isn.ISINCountryCode,Direct,"Country prefix of ISIN (e.g., ""US""). Audit-tracked. (Tier 1 — Trade.InstrumentMetaData) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,28,Tradable,isn.Tradable,Direct,"1 = orders allowed, 0 = trading disabled. Set by EnableInstrument/DisableInstrument. DWH note: CAST from bit to int, value preserved. (Tier 1 — Trade.InstrumentMetaData) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,29,Symbol,isn.Symbol,Direct,"Short ticker symbol (e.g., ""AAPL"", ""EURUSD""). Used for display and lookup. Not necessarily unique. (Tier 1 — Trade.InstrumentMetaData) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,30,ReceivedOnPriceServer,isn.ReceivedOnPriceServer,Direct,"Earliest price-server timestamp from PriceLog_History_CurrencyPrice_Active for the prior day, persisted via Ext_Dim_Instrument_ReceivedOnPriceServerStatic. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,31,BonusCreditUsePercent,isn.BonusCreditUsePercent,Direct,Percentage of position that can use bonus credit. From Trade.ProviderToInstrument. (Tier 1 — Trade.ProviderToInstrument) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,32,SymbolFull,isn.SymbolFull,Direct,"Full/canonical symbol, UNIQUE in production. Used for instrument lookup. Primary identifier in Security Ops API. (Tier 1 — Trade.InstrumentMetaData) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,33,CUSIP,isn.CUSIP,Direct,"CUSIP code sourced from Trade.InstrumentCusip (not InstrumentMetaData). Committee on Uniform Securities Identification Procedures identifier for US/Canada securities. NULL for forex, crypto, and many non-US instruments. (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,34,Precision,isn.Precision,Direct,Decimal places for price display and rounding. From Trade.ProviderToInstrument. (Tier 1 — Trade.ProviderToInstrument) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,35,AllowBuy,isn.AllowBuy,Direct,"1=buy allowed, 0=buy disabled for this instrument-provider pair. DWH note: CAST from bit to int. (Tier 1 — Trade.ProviderToInstrument) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,36,AllowSell,isn.AllowSell,Direct,"1=sell allowed, 0=sell disabled. DWH note: CAST from bit to int. (Tier 1 — Trade.ProviderToInstrument) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,37,AssetClass,isn.AssetClass,Direct,"Asset class classification from Ext_Dim_Instrument_Classification_Static. Populated via post-insert UPDATE. NULL for 13,557 of 15,707 rows. (Tier 3 — Ext_Dim_Instrument_Classification_Static, no upstream wiki) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,38,IndustryGroup,isn.IndustryGroup,Direct,"Industry group classification from Ext_Dim_Instrument_Classification_Static. Populated via post-insert UPDATE. (Tier 3 — Ext_Dim_Instrument_Classification_Static, no upstream wiki) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,39,ADV_Last3Months,isn.ADV_Last3Months,Direct,"Average daily trading volume over the last 3 months (TTM). From Rankings.StockInfo.InstrumentData MetadataID=8557. (Tier 2 — SP_Dim_Instrument, Rankings.StockInfo) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,40,MKTcap,isn.MKTcap,Direct,"Market capitalization. ISNULL(MarketCapitalization-TTM, CryptoMarketCap) — uses stock market cap when available, falls back to crypto market cap. From Rankings.StockInfo MetadataID=8735/9315. (Tier 2 — SP_Dim_Instrument, Rankings.StockInfo) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,41,SharesOutStanding,isn.SharesOutStanding,Direct,"Current shares outstanding (annual). From Rankings.StockInfo.InstrumentData MetadataID=8444. (Tier 2 — SP_Dim_Instrument, Rankings.StockInfo) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,42,VisibleInternallyOnly,isn.VisibleInternallyOnly,Direct,"1=hidden from external clients (internal/ops only), 0=visible to all. DWH note: CAST from bit to int. (Tier 1 — Trade.ProviderToInstrument) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,43,PlatformSector,isn.PlatformSector,Direct,"Platform-level sector classification from Rankings.StockInfo MetadataID=8436 (StrVal pivot). E.g., ""Electronic Technology"", ""Technology Services"". (Tier 2 — SP_Dim_Instrument, Rankings.StockInfo) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,44,PlatformIndustry,isn.PlatformIndustry,Direct,"Platform-level industry classification from Rankings.StockInfo MetadataID=8280 (StrVal pivot). E.g., ""Telecommunications Equipment"", ""Internet Software Or Services"". (Tier 2 — SP_Dim_Instrument, Rankings.StockInfo) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,45,Multiplier,isn.Multiplier,Direct,"Contract size per point for futures instruments. Used for notional and fee calculation. NULL for non-futures (15,464 rows). (Tier 1 — Trade.FuturesMetaData) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,46,ProviderID,isn.ProviderID,Direct,"FK to Trade.Provider. Identifies the execution provider (e.g., 1=Tribe). From Trade.ProviderToInstrument. (Tier 1 — Trade.ProviderToInstrument) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,47,ProviderMarginPerLot,isn.ProviderMarginPerLot,Direct,Cash margin required to open one unit/lot of this futures instrument with this provider. Expressed in the instrument's base currency. Renamed from InitialMargin. (Tier 1 — Trade.FuturesInstrumentsInitialMarginByProviderMapping) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,48,eToroMarginPerLot,isn.eToroMarginPerLot,Direct,Initial margin in asset currency as set by eToro. Renamed from InitialMarginInAssetCurrency. From Trade.ProviderToInstrument. (Tier 1 — Trade.ProviderToInstrument) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,49,SettlementTime,isn.SettlementTime,Direct,"Time-of-day settlement from Trade.FuturesMetaData, reformatted in SP_Dim_Instrument via FORMAT(DATEPART(HOUR)*100 + DATEPART(MINUTE), '00:00') and cast to TIME. Primarily relevant for futures instruments. NULL for non-futures. (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_First_Deposit_All_Platforms.md,11,GCID,Fact_SnapshotCustomer.GCID,Direct,"Global Customer ID — the cross-platform identifier linking RealCID to demo and external systems. Source: Ext_FSC_Real_Customer_Customer (primary), Ext_Dim_Customer_CustomerIdentification_DLT (fallback). (Tier 2 - SP_Fact_SnapshotCustomer) (via Fact_SnapshotCustomer)",FOUND,2,Fact_SnapshotCustomer,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_First_Deposit_All_Platforms.md,12,DemoCID,Fact_SnapshotCustomer.DemoCID,Direct,[UNVERIFIED] Demo account customer ID linked to this real customer. NOT populated by current SP_Fact_SnapshotCustomer — legacy column from original SCD2 design. Value is DEFAULT NULL/0 for all rows created post-schema-migration. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer),FOUND,2,Fact_SnapshotCustomer,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_First_Deposit_All_Platforms.md,13,CustomerChangeTypeID,Fact_SnapshotCustomer.CustomerChangeTypeID,Direct,"[UNVERIFIED] Legacy: type of change that created this snapshot row (e.g., 1=CountryID, 2=LabelID). NOT populated by current SP — retained for backward compatibility. FK to Dim_CustomerChangeType. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer)",FOUND,2,Fact_SnapshotCustomer,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_First_Deposit_All_Platforms.md,14,CurentValue,Fact_SnapshotCustomer.CurentValue,Direct,"[UNVERIFIED] Legacy: the current value of the changed attribute (used with CustomerChangeTypeID). NOT populated by current SP. Column name has a typo (""Curent""). (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer)",FOUND,2,Fact_SnapshotCustomer,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_First_Deposit_All_Platforms.md,15,PreviousValue,Fact_SnapshotCustomer.PreviousValue,Direct,[UNVERIFIED] Legacy: the previous value of the changed attribute. NOT populated by current SP. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer),FOUND,2,Fact_SnapshotCustomer,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_First_Deposit_All_Platforms.md,16,CountryID,Fact_SnapshotCustomer.CountryID,Direct,Customer's registered country. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CountryID (CC). FK to Dim_Country. Key filter for valid customer segmentation (CountryID=250 excluded). (Tier 2 - SP_Fact_SnapshotCustomer) (via Fact_SnapshotCustomer),FOUND,2,Fact_SnapshotCustomer,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_First_Deposit_All_Platforms.md,17,LabelID,Fact_SnapshotCustomer.LabelID,Direct,"Brand/label associated with the customer (e.g., eToro UK, eToro Australia). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.LabelID (CC). FK to Dim_Label. Labels 26 and 30 excluded from valid customer segment. (Tier 2 - SP_Fact_SnapshotCustomer) (via Fact_SnapshotCustomer)",FOUND,2,Fact_SnapshotCustomer,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_First_Deposit_All_Platforms.md,18,LanguageID,Fact_SnapshotCustomer.LanguageID,Direct,Customer's preferred interface language. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.LanguageID (CC). FK to Dim_Language. (Tier 2 - SP_Fact_SnapshotCustomer) (via Fact_SnapshotCustomer),FOUND,2,Fact_SnapshotCustomer,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_First_Deposit_All_Platforms.md,19,VerificationLevelID,Fact_SnapshotCustomer.VerificationLevelID,Direct,KYC (Know Your Customer) verification level. DEFAULT -1. Source: Ext_FSC_BackOffice_Customer.VerificationLevelID (BO). FK to Dim_VerificationLevel. (Tier 2 - SP_Fact_SnapshotCustomer) (via Fact_SnapshotCustomer),FOUND,2,Fact_SnapshotCustomer,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_First_Deposit_All_Platforms.md,20,DocsOK,Fact_SnapshotCustomer.DocsOK,Direct,[UNVERIFIED] Legacy: documents verified flag (1=OK). NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer),FOUND,2,Fact_SnapshotCustomer,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_First_Deposit_All_Platforms.md,21,PlayerStatusID,Fact_SnapshotCustomer.PlayerStatusID,Direct,"Customer lifecycle status (e.g., Active, Blocked, Pending). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerStatusID (CC). FK to Dim_PlayerStatus. (Tier 2 - SP_Fact_SnapshotCustomer) (via Fact_SnapshotCustomer)",FOUND,2,Fact_SnapshotCustomer,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_First_Deposit_All_Platforms.md,22,Bankruptcy,Fact_SnapshotCustomer.Bankruptcy,Direct,[UNVERIFIED] Legacy: bankruptcy flag. NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer),FOUND,2,Fact_SnapshotCustomer,
